hex,reg_number,flag,lat,lng,alt,dir,speed,v_speed,squawk,flight_number,flight_icao,flight_iata,dep_icao,dep_iata,arr_icao,arr_iata,airline_icao,airline_iata,aircraft_icao,updated,status
471F02,HA-LTI,HU,48.008148,5.706985,10965,310,816,0.3,2770,1RX,WMT1RX,W45790,LIPZ,VCE,EGKK,LGW,WZZ,W4,A321,1687168557,en-route
471F03,HA-LTJ,HU,47.454185,10.029813,10668,105,855,0,2120,954,WZZ954,W64322,LFOB,BVA,LBSF,SOF,WZZ,W6,A321,1687168558,en-route
471F32,HA-LVE,HU,47.103558,13.66995,10675,134,875,0,2552,8004,WZZ8004,W67786,EDLW,DTM,BKPR,PRN,WZZ,W6,A21N,1687168557,en-route
471F33,HA-LVF,HU,51.210846,15.097739,10675,118,918,0,4630,8VP,WZZ8VP,W63652,EGGW,LTN,LRIA,IAS,WZZ,W6,A21N,1687168557,en-route
471F36,HA-LVI,HU,41.380379,28.376062,10972,323,785,0,1160,662,WZZ662,W62326,LLBG,TLV,LHBP,BUD,WZZ,W6,A21N,1687168556,en-route
471F3C,HA-LVO,HU,49.049698,12.557443,10660,119,864,0,0524,44,WZZ44,W63002,EGGW,LTN,LROP,OTP,WZZ,W6,A21N,1687168558,en-route
471F3D,HA-LVP,HU,47.432419,19.258192,0,42,0,0,6450,524,WZZ524,W62442,LGAV,ATH,LHBP,BUD,WZZ,W6,A21N,1687168513,landed
471F55,HA-LWN,HU,43.188465,28.729902,10980,344,844,0,2246,QM,WZZ0QM,W61252,LCLK,LCA,EPKT,KTW,WZZ,W6,A320,1687168556,en-route
471F5D,HA-LWV,HU,43.765915,19.533117,11277,107,885,0,0247,8146,WMT8146,W43164,LIPE,BLQ,LROP,OTP,WZZ,W4,A320,1687168555,en-route
471F61,HA-LWZ,HU,47.582657,18.471725,10058,169,903,0,4572,82JL,WZZ82JL,W61247,EPKT,KTW,LGKR,CFU,WZZ,W6,A320,1687168557,en-route
471F62,HA-LXA,HU,39.81208,30.208862,10965,307,800,0,2357,1YW,WZZ1YW,W64581,LCLK,LCA,EPWR,WRO,WZZ,W6,A321,1687168556,en-route
471F63,HA-LXB,HU,47.602829,11.541701,7162,283,733,-5.2,6052,8YM,WZZ8YM,W64105,LYBE,BEG,EDJA,FMM,WZZ,W6,A321,1687168558,en-route
471F64,HA-LXC,HU,46.109573,16.997017,8839,350,796,8.1,5613,374,WZZ374,W64367,LQBK,BNX,ESKN,NYO,WZZ,W6,A321,1687168557,en-route
471F66,HA-LXE,HU,48.164295,21.487885,10553,345,674,-2.9,6443,59XM,WZZ59XM,W61242,LGAV,ATH,EPKT,KTW,WZZ,W6,A321,1687168557,en-route
471F67,HA-LXF,HU,45.311062,19.594452,3177,141,640,-3.6,0173,73,WZZ73,W64072,EHEH,EIN,LYBE,BEG,WZZ,W6,A321,1687168555,en-route
471F69,HA-LXH,HU,42.313797,21.198496,1889,311,351,-2.9,4356,3FK,WZZ3FK,W67790,EDJA,FMM,BKPR,PRN,WZZ,W6,A321,1687168467,en-route
471F6B,HA-LXJ,HU,47.763062,14.384125,10370,49,831,-0.3,1000,461,WZZ461,W65048,LEBL,BCN,EPKK,KRK,WZZ,W6,A321,1687168558,en-route
471F6C,HA-LXK,HU,41.930511,23.664301,10972,351,742,0,6471,969V,WZZ969V,W61548,LGSR,JTR,EPWA,WAW,WZZ,W6,A321,1687168556,en-route
471F6D,HA-LXL,HU,51.585022,18.307083,9951,94,894,-7.2,1000,6781,WZZ6781,W61354,LFPO,ORY,EPWA,WAW,WZZ,W6,A321,1687168557,en-route
471F72,HA-LXQ,HU,46.603317,17.927746,10668,103,901,0.3,1000,2108,WMT2108,W43052,LFOB,BVA,LROP,OTP,WZZ,W4,A321,1687168558,en-route
471F73,HA-LXR,HU,46.194485,14.095734,11269,126,887,0.3,7566,3AB,WZZ3AB,W67720,LFOB,BVA,LWSK,SKP,WZZ,W6,A321,1687168557,en-route
471F76,HA-LXU,HU,48.39389,21.344557,10363,345,690,0,6475,859,WZZ859,W65022,LGIR,HER,EPKK,KRK,WZZ,W6,A321,1687168557,en-route
471F7A,HA-LXY,HU,48.536854,11.52408,11269,134,863,0.3,7660,366,WZZ366,W64354,EDLW,DTM,LQBK,BNX,WZZ,W6,A321,1687168557,en-route
471F81,HA-LYF,HU,43.382404,27.810646,11574,321,788,-0.3,2252,1968,WZZ1968,W68044,LCLK,LCA,EYVI,VNO,WZZ,W6,A320,1687168556,en-route
471F82,HA-LYG,HU,46.473564,20.18264,11269,120,907,0,4627,332,WMT332,W43014,EGPH,EDI,LROP,OTP,WZZ,W4,A320,1687168557,en-route
471F83,HA-LYH,HU,49.32724,16.22751,11277,107,903,0.3,5236,8318,WZZ8318,W63606,EGGW,LTN,LRSV,SCV,WZZ,W6,A320,1687168557,en-route
471F87,HA-LYL,HU,41.859924,29.263332,11582,345,809,0,1330,212,WZZ212,W67892,LCLK,LCA,LHDC,DEB,WZZ,W6,A320,1687168556,en-route
471F8E,HA-LYS,HU,51.718231,9.959775,10668,270,755,0,1000,58ZY,WZZ58ZY,W61071,EPKT,KTW,EHEH,EIN,WZZ,W6,A320,1687168557,en-route
471F8F,HA-LYT,HU,47.606049,22.224174,7772,119,827,-10.4,3441,96,WZZ96,W63302,EGGW,LTN,LRCL,CLJ,WZZ,W6,A320,1687168552,en-route
471F9A,HA-LZE,HU,51.370789,5.883327,10668,117,833,1.6,5260,883,WZZ883,W64302,EGGW,LTN,LBSF,SOF,WZZ,W6,A21N,1687168558,en-route
471F9E,HA-LZI,HU,51.153305,-0.166818,0,160,1,0,0000,4DV,WMT4DV,W45785,EGKK,LGW,LIMC,MXP,WZZ,W4,A21N,1687168546,landed
471FA4,HA-LZO,HU,51.498825,7.556738,670,240,327,6.5,7714,FZ,WZZ0FZ,W64709,EDLW,DTM,LYPG,TGD,WZZ,W6,A21N,1687168556,en-route
471FA5,HA-LZP,HU,44.218323,20.555943,6751,146,785,-10.1,7707,5DV,WZZ5DV,W64272,EDLW,DTM,LYNI,INI,WZZ,W6,A21N,1687168554,en-route
471FA7,HA-LZR,HU,52.445892,16.865976,10668,91,916,0.3,3445,39MC,WZZ39MC,W61302,EGGW,LTN,EPWA,WAW,WZZ,W6,A21N,1687168556,en-route
471FAA,HA-LZU,HU,45.31572,26.499416,10972,318,794,-0.3,1000,637,WZZ637,W61576,UGKO,KUT,EPWA,WAW,WZZ,W6,A21N,1687168558,en-route
471FAC,HA-LZW,HU,43.451485,21.650261,10660,93,872,0,0417,3JG,WZZ3JG,W66412,LIMC,MXP,UGKO,KUT,WZZ,W6,A21N,1687168557,en-route
471FAD,HA-LZX,HU,50.28035,7.804196,10363,292,768,0,3542,84KS,WZZ84KS,W62221,LHBP,BUD,EGKK,LGW,WZZ,W6,A21N,1687168558,en-route
471FAE,HA-LZY,HU,42.479988,18.62649,7018,143,746,-8.5,7706,901,WMT901,W43842,EDLW,DTM,LATI,TIA,WZZ,W4,A21N,1687168555,en-route
472FD3,HA-SCX,HU,44.872398,5.695406,10050,197,701,-1,6734,550,VTB550,,EGCC,BSL,LEPA,PMI,VTB,,C55B,1687168557,en-route
477FF2,08-0002,HU,47.419926,17.462135,403,159,538,-0.7,6102,16,BRK16,,EFTU,TKU,,,BRK,,C17,1687168552,en-route
4784A0,LN-RRA,SE,44.662636,20.138006,12192,359,755,0,0506,7390,SAS7390,SK7390,LGPZ,PVK,ENGM,OSL,SAS,SK,B737,1687168555,en-route
4784C2,LN-NOD,NO,43.009827,11.665564,8260,324,829,6.2,1213,1871,NOZ1871,DY1871,LIRF,FCO,ENGM,OSL,NOZ,DY,B738,1687168556,en-route
47873F,LN-DYM,NO,50.481899,14.520808,3025,169,605,0.3,7674,52Z,NOZ52Z,DY1502,ENGM,OSL,LKPR,PRG,NOZ,DY,B738,1687168556,en-route
47878C,LN-DYY,NO,50.313099,20.057028,1912,173,509,-5.5,6512,28V,NOZ28V,DY1028,ENBR,BGO,EPKK,KRK,NOZ,DY,B738,1687168557,en-route
4787A0,LN-NIB,NO,51.032192,0.778198,2788,241,488,-2.3,5213,4DE,NOZ4DE,DY1334,ENZV,SVG,EGKK,LGW,NOZ,DY,B738,1687168558,en-route
478DF2,LN-WEB,NO,54.507923,6.735701,12496,167,820,0,3514,56U,WIF56U,WF1868,ENBR,BGO,EDDM,MUC,WIF,WF,E290,1687168556,en-route
478E27,LN-WEA,NO,47.110867,19.012615,12192,351,757,0,2221,36MB,WIF36MB,,LGPZ,PVK,ENBR,BGO,WIF,WF,E290,1687168558,en-route
478F47,LN-RKN,SE,62.807114,1.928734,11582,284,820,0,1275,903,SAS903,SK903,ESSA,ARN,KEWR,EWR,SAS,SK,A333,1687168554,en-route
478F5C,LN-RKM,SE,62.967068,6.660884,10972,294,838,0,0276,945,SAS945,SK945,ESSA,ARN,KORD,ORD,SAS,SK,A333,1687168029,en-route
4791DD,LN-NIP,NO,53.982765,10.81192,11574,178,805,0,0735,76Z,NOZ76Z,DY1876,ENGM,OSL,LIMC,MXP,NOZ,DY,B738,1687168558,en-route
47921C,LN-NIO,NO,44.709839,13.691042,11582,6,820,0,0263,3731,NSZ3731,D83731,LIRF,FCO,EKCH,CPH,NOZ,D8,B738,1687168557,en-route
4794F2,LN-NIG,NO,58.387436,9.617556,11582,199,835,0,3517,1256,NOZ1256,DY1256,ENGM,OSL,EHAM,AMS,NOZ,DY,B738,1687168558,en-route
47A039,LN-NHA,NO,63.830845,12.330725,11582,201,787,0,2510,3VP,NOZ3VP,DY365,ENEV,EVE,ENGM,OSL,NOZ,DY,B738,1687168556,en-route
47A0BF,LN-ENU,NO,50.329697,6.561079,11277,188,748,0,0743,1JG,NOZ1JG,DY1404,ENGM,OSL,LFMN,NCE,NOZ,DY,B738,1687168558,en-route
47A218,LN-ENR,NO,55.480682,3.953414,10668,16,861,0,1447,17T,NOZ17T,DY1317,EGKK,LGW,ENBR,BGO,NOZ,DY,B738,1687168558,en-route
47A22C,LN-ENQ,NO,60.51059,19.720079,11894,91,814,0,7002,1190,NOZ1190,DY1190,ENGM,OSL,EFHK,HEL,NOZ,DY,B738,1687168558,en-route
47A31A,LN-ENP,NO,38.253838,-0.821945,3421,134,464,12.7,5544,91H,NOZ91H,DY1791,LEAL,ALC,ENGM,OSL,NOZ,DY,B738,1687168554,en-route
47A50D,LN-ENM,NO,48.407547,18.310688,8930,157,911,-15.6,6151,1550,NOZ1550,DY1550,ENGM,OSL,LHBP,BUD,NOZ,DY,B738,1687168557,en-route
47A518,LN-ENL,NO,38.256443,-3.58626,10774,3,885,5.5,4542,81R,NOZ81R,DY1801,LEMG,AGP,ENGM,OSL,NOZ,DY,B738,1687168558,en-route
47A743,LN-NGM,NO,43.265976,1.416648,10972,358,885,0,5522,1GP,NOZ1GP,DY1735,LEPA,PMI,ENGM,OSL,NOZ,DY,B738,1687168555,en-route
47A7A8,LN-NGK,NO,42.586624,3.416061,8839,254,803,0,0741,4CW,NOZ4CW,DY1740,ENGM,OSL,LEBL,BCN,NOZ,DY,B738,1687168556,en-route
47B217,LN-FNA,NO,53.530697,-5.236116,12496,92,931,0,2273,60Y,NBT60Y,N0602,KJFK,JFK,EDDB,BER,NBT,N0,B789,1687168557,en-route
47BF9D,LN-FGJ,NO,54.038162,4.329663,10972,179,772,0,2262,5333,NSZ5333,D85333,ENBR,BGO,LEAL,ALC,NOZ,D8,B38M,1687168558,en-route
47C0D9,LN-FGI,NO,53.955688,-6.121974,4663,24,661,12,1470,7CB,NSZ7CB,D83607,EIDW,DUB,EKCH,CPH,NOZ,D8,B38M,1687168557,en-route
47C1C2,LN-RKU,SE,55.609634,-9.17117,12496,82,890,0,5262,920,SAS920,SK920,KJFK,JFK,EKCH,CPH,SAS,SK,A333,1687168558,en-route
480C46,T-060,BE,51.329819,13.053539,6667,303,683,5.5,1652,42,MMF42,,EDDK,CGN,,,OAN,,A332,1687168557,en-route
4840FA,PH-EFA,NL,51.554184,4.58519,220,61,174,-2.9,7000,,,,,QHS,,,,,C172,1687168553,en-route
48414C,PH-HZG,NL,52.328415,4.721551,0,87,37,0,1000,5312,TRA5312,HV5312,LGKR,CFU,EHAM,AMS,TRA,HV,B738,1687168558,en-route
48414E,PH-HZJ,NL,51.900623,4.122934,3055,28,587,-2.6,1000,79P,TRA79P,HV5356,LPFR,FAO,EHAM,AMS,TRA,HV,B738,1687168558,en-route
48418A,PH-BXO,NL,41.802303,12.26043,0,205,37,0,1000,81K,KLM81K,KL1601,LIRF,FCO,LIRF,FCO,KLM,KL,B739,1687168554,en-route
4841A8,PH-HZX,NL,50.816422,5.811234,7780,193,677,10.4,2101,6511,TRA6511,HV6511,EHEH,EIN,LEPA,PMI,TRA,HV,B738,1687168557,en-route
4841A9,PH-HZW,NL,36.855732,-4.182447,4541,18,729,13.7,4601,1B,TRA1B,HV6116,LEMG,AGP,EHAM,AMS,TRA,HV,B738,1687168555,en-route
4841AA,PH-HZV,NL,36.678833,-4.495643,0,132,1,0,2133,58N,TRA58N,HV6651,EHEH,EIN,LEMG,AGP,TRA,HV,B738,1687168478,landed
4841D5,PH-XRB,NL,39.673462,-3.431795,11582,8,901,0,4677,5J,TRA5J,HV5022,LEMG,AGP,EHRD,RTM,TRA,HV,B737,1687168555,en-route
4841D6,PH-XRC,NL,51.275661,4.079132,3985,11,720,-12,1000,55L,TRA55L,HV6036,LIRF,FCO,EHRD,RTM,TRA,HV,B737,1687168556,en-route
48436A,PH-BQC,NL,51.405579,-1.724631,11277,71,963,0,7621,744,KLM744,KL744,SPJC,LIM,EHAM,AMS,KLM,KL,B772,1687168558,en-route
48436F,PH-BQH,NL,48.653183,12.692167,10058,113,964,0,3132,879,KLM879,KL879,EHAM,AMS,VOBL,BLR,KLM,KL,B772,1687168557,en-route
4843F2,PH-BQO,NL,52.31369,4.764194,0,334,9,0,0000,31,KLM31,KL691,EHAM,AMS,CYYZ,YYZ,KLM,KL,B772,1687168550,en-route
48446E,PH-CMW,NL,49.602905,3.012784,10668,208,614,0.3,2146,,,,EHAM,AMS,LEIB,IBZ,,,C525,1687168558,en-route
48455F,PH-BVB,NL,52.319195,4.741859,0,182,31,0,6334,226,KLM226,KL682,CYVR,YVR,EHAM,AMS,KLM,KL,B77W,1687168558,en-route
4848DF,PH-TXA,NL,51.876537,-0.35906,0,160,16,0,2222,,,,EGGW,LTN,LFRK,CFR,JNL,,C510,1687168553,en-route
4848E1,PH-CYP,NL,52.641785,6.443952,5135,179,327,5.9,0176,,,,EHGG,GRQ,LIPB,BZO,,,PC12,1687168558,en-route
484AA1,PH-HSW,NL,51.00856,3.489867,6652,36,781,-5.5,5341,43K,TRA43K,HV5108,LEVC,VLC,EHEH,EIN,TRA,HV,B738,1687168558,en-route
484B31,PH-EZD,NL,52.310337,4.741039,0,185,50,0,1000,28M,KLM28M,KL1904,EDDV,HAJ,EHAM,AMS,KLM,KL,E190,1687168557,en-route
484B32,PH-EZE,NL,52.30109,4.758238,0,331,18,0,1000,82K,KLM82K,KL1986,,BSL,EHAM,AMS,KLM,KL,E190,1687168556,en-route
484B58,PH-HVB,NL,51.895878,4.466256,220,156,211,1.3,6222,,,,EHRD,RTM,,,,,EC35,1687168558,en-route
484B8F,PH-BGH,NL,51.472019,7.999039,11795,320,748,-10.1,1000,96K,KLM96K,KL1620,LIML,LIN,EHAM,AMS,KLM,KL,B737,1687168558,en-route
484BAC,PH-EUA,CA,52.735027,4.307033,922,57,301,0,4324,24A,HNL24A,,,,,,HMB,,A139,1687168555,en-route
484C24,PH-EZH,NL,52.127197,2.28035,8488,68,907,-9.4,7624,14N,KLM14N,KL1060,EGFF,CWL,EHAM,AMS,KLM,KL,E190,1687168558,en-route
484C50,PH-EZL,NL,47.03624,13.140423,11277,143,879,0,1000,23F,KLM23F,KL1945,EHAM,AMS,LDSP,SPU,KLM,KL,E190,1687168556,en-route
484C51,PH-EZM,NL,50.655624,11.476882,10668,311,757,-0.3,1000,1354,KLM1354,KL1354,LKPR,PRG,EHAM,AMS,KLM,KL,E190,1687168558,en-route
484C5A,PH-HSC,NL,37.495594,23.36977,11582,320,764,0,2017,35X,TRA35X,HV5368,LGIR,HER,EHRD,RTM,TRA,HV,B738,1687168555,en-route
484C9B,PH-HXM,NL,52.350632,4.710846,-15,183,224,-0.7,1000,4N,TRA4N,HV6918,LIEO,OLB,EHAM,AMS,TRA,HV,B738,1687168558,en-route
484CBB,PH-BVG,NL,-2.424068,108.712654,11887,132,838,0,0161,835,KLM835,KL835,WSSS,SIN,WADD,DPS,KLM,KL,B77W,1687168548,en-route
484CC2,PH-EZR,NL,53.294819,3.598669,6362,164,727,-7.8,2227,56W,KLM56W,KL1186,ENBR,BGO,EHAM,AMS,KLM,KL,E190,1687168557,en-route
484CC3,PH-EZS,NL,52.525177,4.538727,1737,38,488,-1.3,2212,988,KLM988,KL988,EGLC,LCY,EHAM,AMS,KLM,KL,E190,1687168558,en-route
484F2E,PH-CDE,TR,47.322678,0.855596,11582,13,927,0,5527,120,CND120,CD120,LEPA,PMI,EHAM,AMS,CAI,CD,B738,1687168557,en-route
484F6C,PH-HSF,NL,48.964108,1.56772,11582,36,905,0.7,5570,67J,TRA67J,HV5688,LEIB,IBZ,EHRD,RTM,TRA,HV,B738,1687168556,en-route
484F6D,PH-HSG,NL,44.104523,-1.316763,11582,24,953,0,1000,96H,TRA96H,HV6094,LPFR,FAO,EHRD,RTM,TRA,HV,B738,1687168554,en-route
484F72,PH-AKB,NL,50.620998,4.97213,8694,152,868,3.9,3152,537,KLM537,KL537,EHAM,AMS,HRYR,KGL,KLM,KL,A333,1687168558,en-route
484FAB,PH-CDF,TR,39.752354,24.431396,11582,320,751,0,2063,116,CND116,CD116,LGSM,SMI,EHAM,AMS,CAI,CD,B738,1687168552,en-route
484FDE,PH-BCD,NL,52.318485,4.777012,0,2,35,0,0141,37L,KLM37L,KL1845,EHAM,AMS,LOWW,VIE,KLM,KL,B738,1687168541,en-route
484FDF,PH-BCE,NL,54.287842,7.374896,11887,38,903,0,0141,19K,KLM19K,KL1109,EHAM,AMS,ESSA,ARN,KLM,KL,B738,1687168558,en-route
48506C,PH-TFL,DE,52.312195,4.756138,0,87,1,0,2000,,,,EHAM,AMS,,,TUI,X3*,B788,1687168534,landed
4850F5,PH-BVO,NL,47.687786,73.977005,9753,289,888,0,2764,896,KLM896,KL896,ZSPD,PVG,EHAM,AMS,KLM,KL,B77W,1687168550,en-route
4850F6,PH-BVN,NL,51.260624,-3.595886,11277,84,959,0,6253,168,KLM168,KL622,KATL,ATL,EHAM,AMS,KLM,KL,B77W,1687168558,en-route
4851F5,PH-BVR,NL,52.455807,4.253985,2209,111,535,-2,6255,758,KLM758,KL758,MPTO,PTY,EHAM,AMS,KLM,KL,B77W,1687168557,en-route
4851F7,PH-BVU,NL,41.575432,-8.99001,10972,46,953,0,2272,792,KLM792,KL792,SBGR,GRU,EHAM,AMS,KLM,KL,B77W,1687168555,en-route
48520A,PH-HXB,NL,42.078987,1.261831,11574,356,892,0.3,5551,21Q,TRA21Q,HV6144,LEAL,ALC,EHAM,AMS,TRA,HV,B738,1687168556,en-route
48520D,PH-HXE,NL,37.471432,-7.0783,8808,44,888,7.2,5462,22N,TRA22N,HV6608,LPFR,FAO,EHEH,EIN,TRA,HV,B738,1687168558,en-route
4853D1,PH-HXG,NL,49.572052,12.138375,12192,308,755,0,1000,1160,TRA1160,HV1160,LGMT,MJT,EHAM,AMS,TRA,HV,B738,1687168557,en-route
4853D4,PH-HXK,NL,40.829361,23.970947,11582,326,740,0,6456,5636,TRA5636,HV5636,LGSM,SMI,EHAM,AMS,TRA,HV,B738,1687168553,en-route
48548C,PH-EXK,NL,52.583405,3.686776,4000,108,635,-8.5,1160,1486,KLM1486,KL1486,EGNJ,HUY,EHAM,AMS,KLM,KL,E75L,1687168558,en-route
48548D,PH-EXM,NL,52.41647,4.71698,335,184,251,-3.9,1000,1820,KLM1820,KL1820,EDDB,BER,EHAM,AMS,KLM,KL,E75L,1687168558,en-route
4854CA,PH-HBK,NL,51.451607,5.376205,0,216,159,0,5362,15E,TRA15E,HV6518,LEIB,IBZ,EHEH,EIN,TRA,HV,B738,1687168554,en-route
4854CB,PH-HBL,NL,48.275757,1.249413,12192,12,907,0,5521,33G,TRA33G,HV6626,LEAL,ALC,EHEH,EIN,TRA,HV,B738,1687168557,en-route
4854CD,PH-HBM,NL,52.302532,4.766713,0,56,44,0,1751,80G,TRA80G,HV5806,LGTS,SKG,EHAM,AMS,TRA,HV,B738,1687168554,en-route
48563D,PH-VTB,NL,49.478416,7.929753,1066,172,198,0.3,4451,,,,,QHT,,,,,C172,1687168557,en-route
4858C7,PH-DWS,US,44.897526,13.924534,0,177,20,0,0000,1551,AGR1551,,LDPL,PUY,LFMN,NCE,AGR,,E135,1687168556,en-route
48597D,PH-HXN,NL,45.647461,0.445884,10668,209,707,0.3,2136,5749,TRA5749,HV5749,EHAM,AMS,GMMN,CMN,TRA,HV,B738,1687168557,en-route
485A32,PH-BCG,NL,51.372253,4.315474,7505,203,798,9.4,2117,65H,KLM65H,KL1669,EHAM,AMS,LEBL,BCN,KLM,KL,B738,1687168558,en-route
485A33,PH-BCH,NL,38.907623,-9.068199,845,204,300,-3.9,2124,71F,KLM71F,KL1693,EHAM,AMS,LPPT,LIS,KLM,KL,B738,1687168556,en-route
485A86,PH-TFU,DE,52.001549,4.552028,434,239,251,-1.3,1000,242,TFL242,OR242,LGZA,ZTH,EHRD,RTM,TUI,OR,B38M,1687168558,en-route
485B2F,PH-PXX,NL,51.931442,4.499686,365,239,88,-1.6,6220,24,ZXP24,,EHAM,AMS,,,ZXP,,A139,1687168558,en-route
485B42,PH-BKA,NL,58.783279,-11.497101,10972,290,948,-0.3,2103,655,KLM655,KL655,EHAM,AMS,KMSP,MSP,KLM,KL,B78X,1687168556,en-route
485B43,PH-BKC,NL,52.547234,4.683864,914,108,400,-2,6254,604,KLM604,KL604,KLAX,LAX,EHAM,AMS,KLM,KL,B78X,1687168558,en-route
485B6A,PH-MAF,NL,52.168533,5.291094,487,250,157,0.3,7000,,,,,QHT,,,,,C172,1687168558,en-route
485E2F,PH-BKI,NL,58.797058,-13.876923,10965,290,933,0,2125,601,KLM601,KL601,EHAM,AMS,KLAX,LAX,KLM,KL,B78X,1687167534,en-route
485E30,PH-BKK,NL,44.005692,16.993231,10668,141,979,0,0145,569,KLM569,KL569,EHAM,AMS,HTKJ,JRO,KLM,KL,B78X,1687168555,en-route
485ECD,PH-BVV,NL,51.404285,-11.737976,9753,261,868,0,2113,743,KLM743,KL743,EHAM,AMS,SPJC,LIM,KLM,KL,B77W,1687168553,en-route
4863DC,PH-NXD,NL,52.314789,4.768524,0,87,53,0,6350,36T,KLM36T,KL954,EGNT,NCL,EHAM,AMS,KLM,KL,E295,1687168556,en-route
488DCC,SP-DOM,PL,49.499542,10.272723,12504,295,738,0.3,6605,5M,AMQ5M,,LTFE,BJV,EGLF,FAB,AMQ,,LJ60,1687168558,en-route
4890D0,SP-EGR,PL,50.057995,21.616566,579,273,174,1.3,7000,,,,,,,,,,P208,1687168551,en-route
4891AD,SP-ENN,PL,48.140182,10.949355,10668,133,855,0,3444,431,ENT431,E4431,EGKK,LGW,LGKR,CFU,ENT,E4,B738,1687168558,en-route
4891B0,SP-ENR,PL,48.862198,21.088539,9136,354,587,0,4256,54TX,ENT54TX,E4556,LHDC,DEB,EPKT,KTW,ENT,E4*,B738,1687168558,en-route
4891B3,SP-ENU,PL,46.897568,23.705132,2118,71,366,-4.2,1000,55SA,ENT55SA,,LOWS,SZG,LRCL,CLJ,ENT,E4*,B738,1687168558,en-route
4891B8,SP-ENV,PL,53.439735,18.824265,7406,162,879,4.2,5407,7935,ENT7935,E47935,EPGD,GDN,HEGN,HRG,ENT,E4,B738,1687168554,en-route
4892C0,SP-EXA,PL,39.357376,1.837941,11277,244,768,0,4011,18JK,ENT18JK,,EPWA,WAW,GCFV,FUE,ENT,E4*,B38M,1687168556,en-route
4892C1,SP-EXB,PL,32.369492,28.582838,11887,146,838,0,3350,5321,ENT5321,E45321,EPWA,WAW,HEGN,HRG,ENT,E4,B38M,1687168558,en-route
4892C2,SP-EXC,PL,52.163246,20.977402,0,205,14,0,2152,77SJ,ENT77SJ,E47063,EPWA,WAW,LGRP,RHO,ENT,E4,B38M,1687168551,en-route
4892C4,SP-EXE,PL,39.097824,-1.139891,10668,233,777,0,4053,7201,ENT7201,E47201,EPWA,WAW,GCTS,TFS,ENT,E4,B38M,1687168556,en-route
4892C5,SP-EXF,PL,46.890301,17.652071,11582,17,783,0,6136,7996,ENT7996,E47996,DTNH,NBE,EPWA,WAW,ENT,E4,B38M,1687168557,en-route
48978A,SP-LDK,PL,51.952881,20.71228,3215,202,561,3.6,5447,5TA,LOT5TA,LO571,EPWA,WAW,LYBE,BEG,LOT,LO,E170,1687168556,en-route
489DF1,SP-HPS,PL,52.037395,19.935713,556,68,201,1,7000,,,,,,,,,,R44,1687168553,en-route
48A586,SP-KMG,PL,50.188568,21.258039,1501,29,170,0.3,0002,,,,,QPM,,,,,C152,1687168557,en-route
48ACA7,SP-LFH,PL,50.49968,19.847397,487,60,161,4.2,7470,,,,,QPP,,,,,P208,1687168547,en-route
48AD01,SP-LIB,PL,53.639805,9.991217,0,331,38,0,7262,4MD,LOT4MD,LO400,EDDH,HAM,EPWA,WAW,LOT,LO,E75S,1687168531,en-route
48AD02,SP-LIC,PL,47.481373,19.167763,388,132,253,-3.6,1000,535,LOT535,LO535,EPWA,WAW,LHBP,BUD,LOT,LO,E75S,1687168555,en-route
48AD03,SP-LID,PL,51.780853,20.61154,4152,202,681,8.5,2675,513,LOT513,LO513,EPWA,WAW,LUKK,KIV,LOT,LO,E75S,1687168556,en-route
48AD08,SP-LII,PL,52.087646,20.821762,1668,132,574,-8.5,6504,6KE,LOT6KE,LO466,EKBI,BLL,EPWA,WAW,LOT,LO,E75S,1687168556,en-route
48AD09,SP-LIK,PL,46.982754,23.261436,10668,148,907,0.3,1000,6LT,LOT6LT,LO641,EPWA,WAW,LROP,OTP,LOT,LO,E75S,1687168558,en-route
48AD0B,SP-LIL,PL,51.724052,20.061951,5410,69,711,-10.4,1000,2EC,LOT2EC,LO382,EDDF,FRA,EPWA,WAW,LOT,LO,E75S,1687168555,en-route
48AD0C,SP-LIM,PL,52.393242,17.593506,10058,89,909,-0.3,1000,3WD,LOT3WD,LO388,EDDB,BER,EPWA,WAW,LOT,LO,E75S,1687168557,en-route
48AD0E,SP-LIO,PL,52.477524,8.079376,10972,273,731,0,1000,2TN,LOT2TN,LO263,EPWA,WAW,EHAM,AMS,LOT,LO,E75S,1687168558,en-route
48AD0F,SP-LIP,PL,52.323761,19.784546,6461,93,753,-8.1,1000,2YW,LOT2YW,LO410,EDDL,DUS,EPWA,WAW,LOT,LO,E75S,1687168556,en-route
48AD81,SP-LMB,PL,46.044159,19.663719,10668,186,881,-0.3,0513,1VA,LOT1VA,LO597,EPWA,WAW,LATI,TIA,LOT,LO,E190,1687168555,en-route
48AD83,SP-LMD,PL,48.824314,9.148937,3048,54,546,13.7,6423,2XZ,LOT2XZ,LO372,EDDS,STR,EPWA,WAW,LOT,LO,E190,1687168557,en-route
48AD85,SP-LMF,PL,52.738083,19.725876,6118,126,716,-8.8,3727,4CG,LOT4CG,LO464,EKCH,CPH,EPWA,WAW,LOT,LO,E190,1687168557,en-route
48ADA2,SP-LNC,PL,50.604492,15.152893,10668,35,833,0,1000,7AN,LOT7AN,LO418,LSGG,GVA,EPWA,WAW,LOT,LO,E195,1687168556,en-route
