hex,reg_number,flag,lat,lng,alt,dir,speed,v_speed,squawk,flight_number,flight_icao,flight_iata,dep_icao,dep_iata,arr_icao,arr_iata,airline_icao,airline_iata,aircraft_icao,updated,status
152002,RA-73730,RU,54.359001,78.46727,11887,114,859,0.3,2767,1518,AFL1518,SU1518,UUEE,SVO,UNBG,RGK,AFL,SU,A20N,1687168550,en-route
152005,RA-73733,RU,58.400208,66.436188,10965,284,775,-0.3,5213,1463,AFL1463,SU1463,UNNT,OVB,UUEE,SVO,AFL,SU,A20N,1687168540,en-route
152015,RA-73749,RU,57.635071,39.478748,10104,246,803,0,5553,1201,AFL1201,SU1201,USPP,PEE,UUEE,SVO,AFL,SU,A320,1687168558,en-route
152024,RA-73764,RU,51.803604,48.102303,10972,296,835,0,1063,1679,AFL1679,SU1679,URWA,ASF,UUEE,SVO,AFL,SU,A320,1687168558,en-route
152030,RA-73776,RU,46.62085,51.685047,11277,8,838,0,2416,2932,AFL2932,SU2932,URSS,AER,UWUU,UFA,AFL,SU,A320,1687168509,en-route
152038,RA-73784,RU,36.895523,31.405121,11277,272,800,0,5321,422,AFL422,SU422,UUEE,SVO,HEGN,HRG,AFL,SU,A333,1687168556,en-route
152060,RA-73824,RU,53.697968,59.079605,11277,19,850,0,2446,619,SVR619,U6619,URSS,AER,USCC,CEK,SVR,U6,A320,1687168555,en-route
152066,RA-73830,RU,40.463299,66.2435,11277,144,944,-0.3,4161,2915,SVR2915,U62915,UWUU,UFA,UTDD,DYU,SVR,U6,A320,1687168557,en-route
152069,RA-73833,RU,47.589478,45.882614,10988,154,848,0,2110,377,SVR377,U6377,UUDD,DME,URSS,AER,SVR,U6,A320,1687168442,en-route
152072,RA-73842,RU,42.254974,64.44886,10668,142,929,0,1504,2427,SVR2427,U62427,UUBW,ZIA,UTDD,DYU,SVR,U6,A321,1687168556,en-route
152073,RA-73843,RU,50.439899,55.367985,11269,24,896,0,6150,306,SVR306,U6306,URSS,AER,USSS,SVX,SVR,U6,A321,1687168487,en-route
300224,I-GURU,IT,45.068619,9.91575,5486,138,638,-0.3,1000,1193,VND1193,,LIML,LIN,LIPE,BLQ,VND,,LJ40,1687168558,en-route
300393,I-ADJK,IT,45.823368,9.571838,7025,236,757,-8.5,1000,5HF,DLH5HF,LH1854,EDDM,MUC,LIMC,MXP,DLA,LH,E195,1687168557,en-route
300394,I-ADJL,IT,50.036022,8.124612,3352,69,714,1,1000,1XT,DLA1XT,EN8751,ELLX,LUX,EDDF,FRA,DLA,EN,E195,1687168557,en-route
300557,I-ADJQ,IT,50.044281,8.59382,0,70,35,0,2000,27P,DLA27P,EN8061,LOWG,GRZ,EDDF,FRA,DLA,EN,E195,1687168557,en-route
300582,I-CFAG,IT,38.00008,15.642441,152,347,129,0.3,2000,,,,LICR,REG,,,,,S64,1687168556,en-route
300773,I-AMOM,IT,43.503532,12.19417,0,150,244,0,7000,,,,,,,,,,P28U,1687168549,en-route
300815,I-DADN,IT,42.172649,12.436587,495,298,190,0.7,2000,,,,,QIU,,,,,DV20,1687168557,en-route
300847,I-OZZI,IT,44.341892,11.850296,297,293,164,-2.3,2122,,,,,,,,,,P06T,1687168548,en-route
300955,I-LRHU,IT,37.816956,24.000336,449,295,244,0,7000,,,,,,,,CPV,,AS50,1687168544,en-route
320020,MM81911,,42.437393,14.263125,297,292,220,-1,2000,1911,GCI1911,,,,,,GCI,,A139,1687168550,en-route
320052,MM62321,ES,41.591125,12.617673,2727,74,292,3.6,5151,321,IBS321,I2321,LIRP,PSA,EPRJ,RZE,IBS,I2,AT76,1687168557,en-route
341646,EC-IJN,ES,49.935196,2.514496,9753,42,959,0.3,2330,8VD,FIN08VD,AY1662,LEMD,MAD,EFHK,HEL,IBE,AY,A321,1687168558,en-route
341682,EC-ILQ,ES,40.142784,-2.378977,7894,121,874,7.2,0251,39MW,IBS39MW,IB3914,LEMD,MAD,LEPA,PMI,IBS,IB,A320,1687168556,en-route
342059,EC-ILP,ES,40.766876,-3.34436,3002,40,581,11.7,1451,34EE,IBE34EE,IB3406,LEMD,MAD,LFPO,ORY,IBE,IB,A321,1687168556,en-route
342091,EC-ILS,ES,40.522156,-1.941101,7399,254,638,-4.6,0046,30FP,IBE30FP,IB3011,LEBL,BCN,LEMD,MAD,IBE,IB,A320,1687168558,en-route
342105,EC-JFG,ES,45.343369,-4.106341,10675,175,742,0,5257,37RM,IBS37RM,IB3793,EIDW,DUB,LEMD,MAD,IBS,IB,A320,1687168554,en-route
342108,EC-JDL,ES,40.492699,-3.574615,0,14,9,0,5107,4BY,IBE04BY,IB410,LEMD,MAD,LEJR,XRY,IBE,IB,A319,1687168556,en-route
342188,EC-JFN,ES,40.799732,-3.198457,3749,71,663,9.1,1411,32ER,IBE32ER,IB3252,LEMD,MAD,LIMC,MXP,IBE,IB,A320,1687168556,en-route
342210,EC-JGS,ES,51.692413,4.614406,10660,52,961,0,5512,7RT,FIN07RT,AY1654,LEBL,BCN,EFHK,HEL,IBE,AY,A321,1687168558,en-route
342545,EC-KAD,ES,36.591686,13.436104,6149,128,590,-7.5,1224,7274,SWT7274,WT7274,LFML,MRS,LMML,MLA,SWT,WT,AT72,1687168557,en-route
342581,EC-KCU,ES,42.222977,1.622731,7696,353,851,5.5,5534,58VD,VLG58VD,VY1890,LEBL,BCN,EDDV,HAJ,VLG,VY,A320,1687168553,en-route
342582,EC-KDT,ES,42.409103,12.221104,2301,302,453,-2.9,1000,71GA,VLG71GA,VY6250,LFPO,ORY,LIRF,FCO,VLG,VY,A320,1687168557,en-route
342591,EC-KHN,ES,48.346313,11.774832,0,73,33,0,1000,3840,VLG3840,VY3840,LEPA,PMI,EDDM,MUC,VLG,VY,A320,1687168551,en-route
343194,EC-KRH,ES,37.027229,-10.626884,10980,14,937,0,4467,65VR,VLG65VR,VY3163,GCLP,LPA,LEST,SCQ,VLG,VY,A320,1687168558,en-route
343208,EC-KRY,ES,27.749542,-15.342096,891,255,396,-0.3,4361,706,CNF706,PM706,GCRR,ACE,GCLP,LPA,CNF,PM,AT75,1687168556,en-route
343358,EC-LAE,ES,38.322693,-4.61192,10668,195,764,-0.3,5177,231E,GES231E,,LEMD,MAD,LXGB,GIB,GES,GP*,GALX,1687168557,en-route
344099,EC-LLJ,ES,44.335098,5.506766,10668,198,790,0,2545,1869,VLG1869,VY1869,EDDS,STR,LEBL,BCN,VLG,VY,A320,1687168554,en-route
344158,EC-LOP,ES,42.832169,6.241576,10363,34,850,0,1042,6UU,VLG6UU,VY6377,LEIB,IBZ,LIMC,MXP,VLG,VY,A320,1687168556,en-route
344297,EC-LQX,ES,43.672165,6.783355,11833,248,759,5.2,6676,73AU,AEA73AU,UX1516,EDDM,MUC,LEMD,MAD,AEA,UX,B738,1687168555,en-route
344305,EC-LUK,ES,40.494106,-3.571213,0,180,20,0,2647,6123,IBE6123,IB6123,LEMD,MAD,KMIA,MIA,IBE,IB,A333,1687168558,en-route
344344,EC-LUX,ES,41.653778,-8.24262,10355,107,850,0,4270,6274,IBE6274,IB6274,KORD,ORD,LEMD,MAD,IBE,IB,A333,1687168555,en-route
344346,EC-LYF,ES,40.580051,-3.607136,1363,285,361,7.5,6031,6275,IBE6275,IB6275,LEMD,MAD,KORD,ORD,IBE,IB,A333,1687168556,en-route
344409,EC-LVS,ES,46.263149,0.716721,11887,212,709,0,2126,8AU,VLG8AU,VY8355,EHAM,AMS,LEBB,BIO,VLG,VY,A320,1687168557,en-route
344416,EC-LUS,ES,40.638569,-3.746463,3177,232,418,16.6,5151,39PE,IBS39PE,IB3950,LEMD,MAD,LEZL,SVQ,IBS,IB,A320,1687168558,en-route
344502,EC-LZX,ES,-22.048279,-46.167797,8694,189,813,-12.7,2537,6827,IBE6827,IB6827,LEMD,MAD,SBGR,GRU,IBE,IB,A333,1687168554,en-route
344644,EC-MDZ,ES,38.663261,-4.450806,10668,197,735,0,7653,4HU,VLG4HU,VY8171,LFPO,ORY,LEMG,AGP,VLG,VY,A320,1687168558,en-route
344645,EC-MEA,ES,50.130203,2.727862,10271,28,918,-7.2,5515,7SV,VLG7SV,VY8309,LEBL,BCN,EHAM,AMS,VLG,VY,A320,1687168557,en-route
344691,EC-MEQ,ES,36.626369,-4.442041,746,133,400,9.4,6050,3RY,VLG3RY,VY3274,LEMG,AGP,GCXO,TFN,VLG,VY,A320,1687168555,en-route
344695,EC-MFL,ES,36.855881,-6.362428,5996,221,722,6.8,2625,3046,VLG3046,VY3046,LEZL,SVQ,GCLP,LPA,VLG,VY,A320,1687168558,en-route
344697,EC-MFN,ES,42.799847,-2.163029,10980,25,948,0.3,4517,4ZX,VLG4ZX,VY8365,LEMG,AGP,EHAM,AMS,VLG,VY,A320,1687168553,en-route
344698,EC-MGE,ES,47.213184,4.018883,11277,135,816,0,6374,3PC,VLG3PC,VY6229,EGKK,LGW,LIRF,FCO,VLG,VY,A320,1687168557,en-route
345041,EC-MHA,ES,29.98613,-12.291709,10363,45,924,0,6246,24PR,VLG24PR,VY3005,GCLP,LPA,LEBL,BCN,VLG,VY,A321,1687168555,en-route
345052,EC-MEH,ES,40.280628,-2.614059,7246,130,775,7.5,5045,3808,IBS3808,IB3808,LEMD,MAD,LEIB,IBZ,IBS,IB,A320,1687168558,en-route
345101,EC-MIR,ES,40.5382,-3.558696,868,4,301,13.3,5311,72RJ,VLG72RJ,VY1501,LEMD,MAD,LIRQ,FLR,VLG,VY,A319,1687168555,en-route
345102,EC-MIQ,ES,43.043884,6.461813,10363,50,842,-0.3,5560,673Q,VLG673Q,VY6001,LEBL,BCN,LIRQ,FLR,VLG,VY,A319,1687168556,en-route
345103,EC-MII,ES,42.102997,-23.828096,11887,90,957,0,3317,826,EVE826,E9826,MUHA,HAV,LEMD,MAD,EVE,E9,A333,1687168166,en-route
345107,EC-MJC,ES,51.725189,13.879221,6355,182,792,8.8,1124,5HQ,VLG5HQ,VY1883,EDDB,BER,LEBL,BCN,VLG,VY,A320,1687168557,en-route
345116,EC-MJR,ES,42.771973,1.591707,9525,356,888,8.5,1463,2FM,VLG2FM,VY8004,LEBL,BCN,LFPO,ORY,VLG,VY,A321,1687168556,en-route
345204,EC-MKV,ES,47.105091,8.083402,11277,157,796,0,0555,4ZZ,VLG4ZZ,VY6205,EGKK,LGW,LIRQ,FLR,VLG,VY,A319,1687168558,en-route
345205,EC-MKX,ES,43.813957,11.213847,0,351,0,0,1000,1503,VLG1503,VY1503,LFPO,ORY,LIRQ,FLR,VLG,VY,A319,1687168554,landed
345206,EC-MLE,ES,43.801987,6.705365,10675,241,777,0,3571,8QU,VLG8QU,VY8653,LKPR,PRG,LEBL,BCN,VLG,VY,A320,1687168558,en-route
345212,EC-MLM,ES,29.306763,-14.017868,9646,70,948,4.6,6212,3SN,VLG3SN,VY3211,GCXO,TFN,LEBL,BCN,VLG,VY,A321,1687168556,en-route
345215,EC-MJU,ES,39.255936,-8.31468,4975,263,555,-8.8,6021,1153,AEA1153,UX1153,LEMD,MAD,LPPT,LIS,AEA,UX,B738,1687168558,en-route
345251,EC-MLT,ES,37.33786,-14.053851,13106,65,966,0.3,0177,56,AEA56,UX56,MPTO,PTY,LEMD,MAD,AEA,UX,B788,1687168549,en-route
345319,EC-MOY,ES,-9.088999,-44.268604,11582,223,857,0,2541,6011,IBE6011,IB6011,LEMD,MAD,SUMU,MVD,IBE,IB,A332,1687168226,en-route
345344,EC-MOL,ES,28.882599,-13.641798,350,26,266,-4.2,4371,7GZ,RSC7GZ,NT468,GCXO,TFN,GCRR,ACE,IBB,NT,AT76,1687168558,en-route
345352,EC-MPE,ES,-25.590591,-50.075073,12192,211,737,-0.3,2547,45,AEA45,UX45,LEMD,MAD,SUMU,MVD,AEA,UX,B788,1687168557,en-route
345353,EC-MOM,ES,38.39135,-10.23472,12192,63,1013,-0.3,6513,194,AEA194,UX194,SKBO,BOG,LEMD,MAD,AEA,UX,B788,1687168558,en-route
345398,EC-MQE,ES,52.140152,4.819489,11277,34,896,-0.3,5506,5ZV,VLG5ZV,VY1874,LEBL,BCN,ESGG,GOT,VLG,VY,A320,1687168558,en-route
345592,EC-MSM,ES,28.596621,-16.812744,2743,96,507,0.3,5007,419S,CNF419S,PM419,GCLA,SPC,GCXO,TFN,CNF,PM,AT75,1687168557,en-route
345613,EC-MTN,ES,43.762268,9.984283,3863,273,605,12.7,0445,87WU,VOE87WU,V72235,LIRP,PSA,LFRS,NTE,VOE,V7,A319,1687168554,en-route
345614,EC-MUM,ES,48.832947,1.453928,10980,8,907,-0.3,5531,9BQ,VLG9BQ,VY1377,LEAL,ALC,EHAM,AMS,VLG,VY,A320,1687168558,en-route
345643,EC-MVE,ES,48.589233,2.530377,3139,83,514,-5.5,1471,6953,VLG6953,VY6953,LEPA,PMI,LFPO,ORY,VLG,VY,A320,1687168558,en-route
345646,EC-MYC,ES,45.697025,0.885979,10972,355,903,-0.3,1041,2WY,VLG2WY,VY1332,LEAL,ALC,EBBR,BRU,VLG,VY,A320,1687168555,en-route
345659,EC-MUC,ES,52.252792,5.130694,11887,39,892,-0.3,2375,2118,VOE2118,V72118,LFRS,NTE,EKCH,CPH,VOE,V7,A319,1687168558,en-route
345685,EC-MUF,ES,30.446421,-13.6203,10972,33,914,0.3,4441,3827,IBS3827,IB3827,GCLP,LPA,LEMD,MAD,IBS,IB,A320,1687168555,en-route
345688,EC-MUG,ES,37.759777,-4.479377,7429,81,851,13.7,5041,16LU,ANE16LU,IB8391,LEZL,SVQ,LEVC,VLC,IBE,IB,CRJX,1687168558,en-route
345699,EC-MUX,ES,46.300323,3.124539,11277,156,764,0,1000,13FK,VOE13FK,V72832,LFRK,CFR,LFMN,NCE,VOE,V7,A319,1687168557,en-route
346045,EC-MYA,ES,41.917511,-12.439083,11887,93,914,0,3330,6118,IBE6118,IB6118,KMIA,MIA,LEMD,MAD,IBE,IB,A332,1687168550,en-route
346082,EC-MVY,ES,46.085087,0.867645,10668,214,713,-0.3,7155,97DE,AEA97DE,UX1172,EBBR,BRU,LEMD,MAD,AEA,UX,B738,1687168557,en-route
346083,EC-MXM,ES,43.513725,6.332637,11277,237,777,0,4047,1066,AEA1066,UX1066,LIMC,MXP,LEMD,MAD,AEA,UX,B738,1687168555,en-route
346090,EC-NBA,ES,38.186783,-8.119189,10363,338,820,0,4622,5NK,VLG5NK,VY6366,LEZL,SVQ,LEST,SCQ,VLG,VY,A20N,1687168558,en-route
346114,EC-NBO,ES,43.096806,-26.684614,11887,89,981,0,6156,814,EVE814,E9814,MMUN,CUN,LEMD,MAD,EVE,E9,A359,1687167461,en-route
346156,EC-NBD,ES,40.970078,-4.195801,10050,188,677,0,6046,52DP,VOE52DP,V73358,LESO,EAS,LEMG,AGP,VOE,V7,A319,1687168557,en-route
346181,EC-NBX,ES,-6.355511,-71.083359,12184,225,935,-0.3,6636,175,AEA175,UX175,LEMD,MAD,SPJC,LIM,AEA,UX,B789,1687166925,en-route
346182,EC-NBG,ES,40.366516,-3.456177,1219,323,355,1.3,6023,90YQ,ANE90YQ,IB8293,GEML,MLN,LEMD,MAD,IBE,IB,AT76,1687168551,en-route
346185,EC-NEA,ES,54.904129,15.68775,11582,186,866,0,5204,53VT,VLG53VT,VY1266,ESSA,ARN,LEBL,BCN,VLG,VY,A20N,1687168557,en-route
346204,EC-NDN,ES,49.489777,2.494045,10972,28,929,0,2332,34DC,IBE34DC,IB3496,LEMD,MAD,ENGM,OSL,IBE,IB,A20N,1687168558,en-route
346291,EC-NCY,ES,27.933426,-15.383606,-7,21,275,0,6262,9161,AEA9161,UX9161,GCLP,LPA,LEMD,MAD,AEA,UX,B789,1687168556,en-route
346310,EC-NFM,ES,40.230743,6.453125,12489,259,805,-0.3,4026,1040,AEA1040,UX1040,LIRF,FCO,LEMD,MAD,AEA,UX,B789,1687168553,en-route
346316,EC-NFZ,ES,40.265965,-3.194525,2278,280,468,-5.9,0447,30HR,IBE30HR,IB3015,LEBL,BCN,LEMD,MAD,IBE,IB,A20N,1687168556,en-route
346353,EC-NIX,ES,38.962234,-9.96036,11582,14,888,0,6241,8GX,VLG8GX,VY3136,GCRR,ACE,LEST,SCQ,VLG,VY,A20N,1687168558,en-route
346386,EC-NGT,ES,34.739887,-22.460632,12192,68,935,0,4212,6588,IBE6588,IB6588,SKBO,BOG,LEMD,MAD,IBE,IB,A359,1687168551,en-route
346390,EC-NGY,ES,40.460667,-3.565313,0,202,11,0,2000,,,,LEMD,MAD,,,EVE,E9,A359,1687168558,en-route
346391,EC-NFA,ES,41.649033,-5.107956,3345,73,581,0,4470,9AQ,IBB9AQ,NT5320,GCLP,LPA,LEVD,VLL,IBB,NT,E295,1687168551,en-route
346442,EC-NJK,ES,28.216661,-13.966585,1630,80,468,-5.9,5032,44EY,RSC44EY,NT422,GCXO,TFN,GCFV,FUE,IBB,NT,AT76,1687168556,en-route
346482,EC-NJX,ES,27.78653,-15.496268,60,65,120,3.3,7057,13,CNA13,,,,,,CNA,,P208,1687168555,en-route
346499,EC-NJY,ES,37.703915,22.624849,6438,97,766,-16.9,1223,31CC,IBE31CC,IB3152,LEMD,MAD,LGAV,ATH,IBE,IB,A20N,1687168554,en-route
346516,EC-NLK,ES,42.554005,19.116146,2362,329,498,13.7,7343,934P,LAV934P,,LYPG,TGD,LIMC,MXP,LAV,AP,B738,1687168551,en-route
346555,EC-NLP,ES,42.572845,-24.934032,12496,97,981,0,4216,6402,IBE6402,IB6402,MMMX,MEX,LEMD,MAD,IBE,IB,A359,1687168551,en-route
346611,EC-NOP,ES,43.101425,2.701295,2369,137,505,-6.5,1000,64NR,VOE64NR,V72104,LFRS,NTE,LFMP,PGF,VOE,V7,A320,1687168547,en-route
346612,EC-NOQ,ES,48.63913,2.223864,1584,146,487,13,7622,83HK,VOE83HK,V71785,LFPO,ORY,LIPX,VRN,VOE,V7,A320,1687168558,en-route
346613,EC-NOR,ES,37.700005,20.638355,5242,166,551,-8.5,3725,58ME,VOE58ME,V71670,LIBD,BRI,LGZA,ZTH,VOE,V7,A320,1687168550,en-route
346614,EC-NOS,ES,36.69997,-4.529055,152,117,248,-3.9,5165,72VQ,VOE72VQ,V73512,LEBB,BIO,LEMG,AGP,VOE,V7,A320,1687168554,en-route
346649,EC-NPB,ES,46.03093,5.03837,3924,353,683,10.1,1000,2814,VOE2814,V72814,LFLL,LYS,LFRK,CFR,VOE,V7,A320,1687168558,en-route
346692,EC-NLY,ES,40.75169,-3.588347,10370,68,901,-0.3,3361,998B,VLG998B,VY8461,LPPT,LIS,LEBL,BCN,VLG,VY,A321,1687168556,en-route
347206,EC-NSC,ES,45.011684,-20.970175,11277,276,874,0,2632,6405,IBE6405,IB6405,LEMD,MAD,MMMX,MEX,IBE,IB,A359,1687168487,en-route
347247,EC-NST,ES,30.400473,-14.516016,10675,200,777,0,2605,3832,IBS3832,IB3832,LEMD,MAD,GCLP,LPA,IBS,IB,A21N,1687168556,en-route
347253,EC-NSR,ES,36.467022,-4.675325,929,47,266,-2.6,7226,233,HTY233,,GECE,JCU,LEMG,AGP,HTY,,A139,1687168551,en-route
347256,EC-NTL,ES,45.343975,3.300119,11582,288,775,0,1000,14CG,VOE14CG,V72887,LFMN,NCE,LFRB,BES,VOE,V7,A320,1687168558,en-route
347258,EC-NTU,ES,45.019413,1.491595,10058,167,751,0,1000,51YU,VOE51YU,V72011,LFRK,CFR,LFMT,MPL,VOE,V7,A320,1687168557,en-route
347283,EC-NSG,ES,27.887165,-15.404205,220,21,237,-4.6,4373,209,IBB209,NT209,GCFV,FUE,GCLP,LPA,IBB,NT,AT76,1687168556,en-route
347296,EC-JQG,ES,39.092697,-8.072981,10058,252,744,0,6047,301,PUE301,PU301,LEMD,MAD,SPJC,LIM,PUE,PU,A332,1687168558,en-route
347306,EC-NUY,ES,35.759892,-9.493648,11277,206,713,0,2672,7028,AEA7028,UX7028,LEBB,BIO,GCRR,ACE,AEA,UX,B738,1687168556,en-route
347309,EC-NVJ,ES,47.19278,7.837784,5852,240,700,12,3034,37YG,AEA37YG,UX1676,LSZH,ZRH,LEMD,MAD,AEA,UX,B738,1687168558,en-route
347319,EC-NVC,ES,28.468369,-17.623127,1379,268,440,-5.5,4377,7NN,IBB7NN,NT615,GCXO,TFN,GCLA,SPC,IBB,NT,AT76,1687168557,en-route
347343,EC-NVR,ES,-9.448196,-44.367077,12192,224,877,0,2075,6841,IBE6841,IB6841,LEMD,MAD,SAEZ,EZE,IBE,IB,A359,1687168275,en-route
347346,EC-NVX,ES,18.209167,-83.648056,11879,237,851,0.3,2251,15,AEA15,UX15,LEMD,MAD,MHLM,SAP,AEA,UX,B789,1687168487,en-route
347347,EC-NVY,ES,41.189793,-5.830307,9753,119,879,0.3,3332,64,AEA64,UX64,MMUN,CUN,LEMD,MAD,AEA,UX,B789,1687168558,en-route
347348,EC-NVZ,ES,42.494888,-13.999329,13098,88,946,0,0313,52,AEA52,UX52,MUHA,HAV,LEMD,MAD,AEA,UX,B788,1687168550,en-route
347349,EC-NXA,ES,6.180461,-72.772156,12496,224,937,0,2242,39,AEA39,UX39,LEMD,MAD,SEQM,UIO,AEA,UX,B788,1687168544,en-route
347403,EC-NYU,ES,36.90168,-4.3968,1371,257,170,1.3,7275,,,,,,,,,,P208,1687168554,en-route
347404,EC-NYV,ES,36.812904,-2.167462,762,283,177,-2,7276,,,,LEAM,LEI,,,,,P208,1687168550,en-route
347453,EC-NZP,ES,41.373535,2.552324,10965,80,881,0,5336,31HA,IBE31HA,IB3150,LEMD,MAD,LGAV,ATH,IBE,IB,A20N,1687168555,en-route
347481,EC-NZR,ES,40.240677,-2.733459,3893,242,461,-5.2,0460,25HK,AEA25HK,UX6030,LEPA,PMI,LEMD,MAD,AEA,UX,B738,1687168558,en-route
390567,F-GBLH,FR,44.916996,5.086067,853,216,187,0.3,7030,,,,,,,,,,DR40,1687168554,en-route
390988,F-GCMI,FR,48.831158,2.635129,350,268,146,0.3,7000,,,,,,,,,,P28A,1687168558,en-route
393324,F-GMZE,FR,48.779205,3.169626,4572,303,696,0,1000,18PP,AFR18PP,AF7303,LFMN,NCE,LFPG,CDG,AFR,AF,A321,1687168557,en-route
393423,F-GNBD,FR,43.203457,6.75136,1973,279,227,0,5431,,,,,,,,,,P28A,1687168548,en-route
396442,F-GZCC,FR,46.781525,2.458392,9974,174,820,3.9,7654,306,AFR306,AF306,LFPG,CDG,DRRN,NIM,AFR,AF,A332,1687168558,en-route
396444,F-GZCE,FR,38.443115,25.481873,11887,134,968,0,5223,962,AFR962,AF962,LFPG,CDG,LLBG,TLV,AFR,AF,A332,1687168555,en-route
398560,F-HBLA,FR,45.537071,7.361041,8458,318,748,4.6,1000,49BB,AFR49BB,AF1103,LIMF,TRN,LFPG,CDG,AFR,AF,E190,1687168556,en-route
398563,F-HBLD,FR,48.440395,1.403214,3352,26,585,0,1000,64RQ,AFR64RQ,AF7491,LFBP,PUF,LFPG,CDG,AFR,AF,E190,1687168557,en-route
398569,F-HBLJ,FR,49.198963,4.061544,6431,73,818,6.5,1000,72XV,AFR72XV,AF1606,LFPG,CDG,EDDL,DUS,AFR,AF,E190,1687168556,en-route
398570,F-HBLQ,FR,48.820404,1.737882,2377,45,557,-5.5,1000,99WD,AFR99WD,AF9451,LFRS,NTE,LFPG,CDG,AFR,AF,E190,1687168557,en-route
398571,F-HBLR,FR,46.53566,3.565934,4876,14,748,-0.3,1000,51AH,AFR51AH,AF7391,LFLC,CFE,LFPG,CDG,AFR,AF,E190,1687168555,en-route
398572,F-HBLS,FR,45.4151,0.489611,11277,219,698,0,7601,21YB,AFR21YB,AF1476,LFPG,CDG,LEBB,BIO,AFR,AF,E190,1687168557,en-route
398675,F-HBTV,FR,49.941971,5.786759,4168,313,590,6.2,3504,6TV,ASJ06TV,,ELLX,LUX,EGKB,BQH,ASJ,6O,C25M,1687168558,en-route
398699,F-HBUZ,FR,51.706921,-7.395935,10363,318,846,0.3,5636,100,DJT100,B0100,LFPO,ORY,KEWR,EWR,DJT,B0,A21N,1687168557,en-route
400432,G-LSAA,UK,42.660919,-4.018686,11277,187,703,0,5243,1HL,EXS1HL,LS809,EGCC,MAN,LEMG,AGP,EXS,LS,B752,1687168556,en-route
400684,G-VIIL,UK,54.02338,-28.523203,11582,264,905,0,6036,17R,BAW17R,BA117,EGLL,LHR,KJFK,JFK,BAW,BA,B772,1687168487,en-route
400759,G-OBYK,DE,51.719349,-2.851562,10066,188,731,0.3,0517,216,TOM216,BY216,EGCC,MAN,GVBA,BVC,TUI,BY,B763,1687168558,en-route
400771,G-VIIT,UK,50.547501,-6.487282,12496,85,935,0,7651,2038,BAW2038,BA2038,KMCO,MCO,EGKK,LGW,BAW,BA,B772,1687168558,en-route
400773,G-VIIV,UK,48.795219,-7.057487,11277,38,985,0,2352,252M,BAW252M,BA252,MYNN,NAS,EGLL,LHR,BAW,BA,B772,1687168557,en-route
400796,G-SAJH,UK,51.296982,-4.022276,6644,225,740,-2.3,3774,42SP,LOG42SP,LM379,EGPH,EDI,EGHQ,NQY,LOG,LM,E145,1687168558,en-route
400877,G-EUPG,UK,51.364716,-0.225677,2743,127,453,0,1241,1341,BAW1341,BA1341,EGJJ,JER,EGLL,LHR,BAW,BA,A319,1687168558,en-route
400936,G-EUOA,UK,52.039955,3.696978,6713,251,725,17.9,7333,41R,BAW41R,BA431,EHAM,AMS,EGLL,LHR,BAW,BA,A319,1687168558,en-route
400980,G-EUUE,UK,51.474789,-0.487728,0,92,0,0,0547,574,BAW574,BA574,EGLL,LHR,LIML,LIN,BAW,BA,A320,1687168557,landed
400982,G-EUUG,UK,45.502647,12.34865,0,42,251,0,7303,15PZ,BAW15PZ,BA578,EGLL,LHR,LIPZ,VCE,BAW,BA,A320,1687168556,en-route
401125,G-SSKY,UK,49.970615,-6.093626,358,54,250,0,0000,24,IOS24,,EGHE,ISC,EGHC,LEQ,IOS,5Y*,BN2P,1687168551,en-route
401127,G-BIHO,UK,50.394894,-4.519983,3048,256,262,0.7,1755,505F,IOS505F,,EGTE,EXT,EGHE,ISC,IOS,5Y*,DHC6,1687168556,en-route
401240,G-EUUT,UK,45.423206,8.826644,1196,295,442,-3.6,2734,7MY,BAW7MY,BA572,EGLL,LHR,LIMC,MXP,BAW,BA,A320,1687168555,en-route
401268,G-BUUJ,GB,53.998077,-0.888559,274,28,220,-0.3,7000,,,,,,,,,,RF6,1687168555,en-route
402217,G-KAIR,GB,51.334736,0.48996,0,255,146,5.5,7000,,,,EGTO,RCS,,,,,P28A,1687168556,en-route
405631,G-EZDA,UK,47.289322,2.736832,11887,160,750,0,6370,54PX,EZY54PX,U28439,EGKK,LGW,LFML,MRS,EZY,U2,A319,1687168558,en-route
405636,G-EZDH,UK,51.148304,-0.188999,53,258,174,-1.3,1337,75DP,EZY75DP,U28634,EDDH,HAM,EGKK,LGW,EZY,U2,A319,1687168558,en-route
405637,G-EZDI,UK,52.451954,-1.734937,0,239,1,0,5237,509A,EZY509A,U228,EGBB,BHX,EGAA,BFS,EZY,U2,A319,1687168548,landed
405638,G-EZDJ,UK,49.686035,2.038831,11010,319,816,-4.9,6773,39FB,EZY39FB,U28418,LFMN,NCE,EGKK,LGW,EZY,U2,A319,1687168558,en-route
406011,G-EZTG,UK,44.941437,-5.455248,11285,192,740,0.3,2711,12TW,EZY12TW,U23423,EGGP,LPL,LPFR,FAO,EZY,U2,A320,1687168555,en-route
406014,G-EZTJ,UK,51.193264,1.377182,10668,99,859,0,3411,34FQ,EZY34FQ,U22937,EGGD,BRS,EPKK,KRK,EZY,U2,A320,1687168558,en-route
406016,G-EZTM,UK,37.259853,24.374004,10972,314,746,-0.3,5522,84ZQ,EZY84ZQ,U28228,LGRP,RHO,EGKK,LGW,EZY,U2,A320,1687168556,en-route
