hex,reg_number,flag,lat,lng,alt,dir,speed,v_speed,squawk,flight_number,flight_icao,flight_iata,dep_icao,dep_iata,arr_icao,arr_iata,airline_icao,airline_iata,aircraft_icao,updated,status
44064A,OE-LQL,UK,51.157482,-0.175818,0,244,3,0,2064,56VF,EJU56VF,U28381,EGKK,LGW,LFBD,BOD,EZY,U2,A319,1686815255,landed
44065C,OE-LBX,AT,43.452324,5.960018,11269,246,792,0,1735,4CX,AUA4CX,OS441,LOWW,VIE,LEVC,VLC,AUA,OS,A320,1686815256,en-route
4406F0,OE-LQU,UK,52.548843,-1.540375,11582,352,788,0,5554,82DH,EJU82DH,U27259,LEPA,PMI,EGPH,EDI,EZY,U2,A319,1686815257,en-route
44081D,OE-LWA,AT,50.876049,7.122091,0,81,5,0,6420,12G,AUA12G,OS192,EDDK,CGN,LOWW,VIE,AUA,OS,E195,1686815248,en-route
44081E,OE-LWB,AT,47.724976,17.482063,3771,284,537,-8.1,7351,794,AUA794,OS794,LBSF,SOF,LOWW,VIE,AUA,OS,E195,1686815254,en-route
44082A,OE-LWN,AT,47.704872,15.948275,5295,212,657,12.7,1000,937T,AUA937T,OS937,LOWW,VIE,LOWK,KLU,AUA,OS,E195,1686815256,en-route
44083F,OE-IVV,UK,46.090534,5.284836,10363,319,757,0,1000,46NU,EJU46NU,U24526,LFMN,NCE,LFPG,CDG,EZY,U2,A320,1686815255,en-route
4408C9,OE-IJU,UK,42.02396,7.502321,10363,37,794,0,5520,64GM,EJU64GM,U23736,LEIB,IBZ,LIMC,MXP,EZY,U2,A320,1686815256,en-route
4408DF,OE-LBZ,AT,47.716553,9.05246,3703,270,644,-9.8,1000,551,AUA551,OS551,LOWW,VIE,LSZH,ZRH,AUA,OS,A320,1686815255,en-route
4408F4,OE-IAZ,IE,37.049423,-8.352765,10668,160,794,0,3366,1MN,TAY1MN,3V4437,LPPT,LIS,GMMN,CMN,ABR,3V,B734,1686815256,en-route
4409AA,OE-FAT,AT,52.316071,10.443192,426,103,279,-2,2776,596M,GAC596M,,LIMP,PMF,EDVE,BWE,GAC,,C510,1686815256,en-route
4409C0,OE-IVA,UK,48.703217,12.829003,10972,209,807,0,1000,57GC,EJU57GC,U23904,LKPR,PRG,LIMC,MXP,EZY,U2,A320,1686815256,en-route
440A8F,OE-IZB,UK,40.831421,1.409912,9304,228,803,-4.9,1124,67UP,EJU67UP,U25103,EDDB,BER,LEVC,VLC,EZY,U2,A320,1686815256,en-route
440C31,OE-LKY,UK,42.046028,12.843337,11285,141,796,0,1000,382E,EJU382E,U23557,LIMC,MXP,LICA,SUF,EZY,U2,A319,1686815256,en-route
440C32,OE-LKV,UK,45.639023,8.424934,3627,231,468,14.3,1000,57XH,EJU57XH,U23859,LIMC,MXP,EHAM,AMS,EZY,U2,A319,1686815252,en-route
440C34,OE-LSI,UK,44.877987,20.372538,11887,136,805,0,1173,73AX,EJU73AX,U27971,EHAM,AMS,LLBG,TLV,EZY,U2,A20N,1686815253,en-route
440C36,OE-LKX,UK,44.721291,5.020283,9410,186,829,7.8,6761,73MN,EJU73MN,U27300,LFLL,LYS,LEPA,PMI,EZY,U2,A319,1686815256,en-route
440C8D,OE-LBB,AT,47.382172,14.269973,9448,89,907,0,7707,6BV,AUA6BV,OS178,EDDS,STR,LOWW,VIE,AUA,OS,A321,1686815256,en-route
440C8E,OE-LBC,AT,44.303623,13.811891,10363,27,909,0,1000,502,AUA502,OS502,LIRF,FCO,LOWW,VIE,AUA,OS,A321,1686815254,en-route
440CA9,OE-IZN,UK,46.428223,6.684151,7703,46,729,-4.9,1000,97KL,EJU97KL,U27521,LPFR,FAO,,BSL,EZY,U2,A320,1686815255,en-route
440CB1,OE-IZF,UK,50.788605,0.108898,3444,163,561,14.6,7274,75AU,EJU75AU,U28403,EGKK,LGW,LFPG,CDG,EZY,U2,A320,1686815256,en-route
440CFF,OE-LVG,UK,52.468048,-1.763763,60,145,244,-3.3,5544,79AW,EJU79AW,U27253,LEPA,PMI,EGBB,BHX,EZY,U2,A319,1686815256,en-route
440D00,OE-LVH,UK,44.328625,8.851899,6896,349,668,-4.9,1000,82GV,EJU82GV,U23584,LIEO,OLB,LIMC,MXP,EZY,U2,A319,1686815256,en-route
440D65,OE-FYY,AT,47.5345,8.394173,2743,253,318,-1,6667,,,,,QEW,LFPB,LBG,,,DA62,1686815256,en-route
448F2E,OO-CYN,NL,45.841003,10.797886,12496,140,907,0,1000,,,,EBKT,KJK,LIRN,NAP,JNL,,E550,1686815255,en-route
44A00F,OO-H83,BE,50.708817,3.579539,259,240,135,0,7000,,,,,,,,OOH,,VL3,1686815251,en-route
44A015,OO-H89,BE,50.630402,4.320893,335,102,164,0,2000,89,OOH89,,,,,,OOH,,VL3,1686815257,en-route
44A82C,OO-JAL,DE,45.01783,-0.734543,12192,25,796,0,1000,2XD,JAF2XD,TB7221,GMMN,CMN,LFQQ,LIL,TUI,TB,B737,1686815256,en-route
44A831,OO-JAQ,DE,45.551411,19.442711,11277,135,824,0,4545,13H,TFL13H,OR1215,EHEH,EIN,LGRP,RHO,TUI,OR,B738,1686815256,en-route
44A832,OO-JAR,DE,50.758072,4.466982,5791,246,685,0.2,1000,66F,JAF066F,,EBBR,BRU,LFPO,ORY,TUI,X3*,B737,1686815257,en-route
44A833,OO-JAS,DE,43.590958,-1.639709,12192,25,798,0,1000,14H,JAF14H,TB7521,GMMX,RAK,LFPO,ORY,TUI,TB,B737,1686815256,en-route
44A8A6,OO-JEF,DE,38.280521,-0.541194,0,191,16,0,1047,50E,JAF50E,TB1112,LEAL,ALC,EBBR,BRU,TUI,TB,B738,1686815253,en-route
44B1E5,OO-LOE,DE,53.925201,-8.568394,10972,274,901,-0.3,2137,225,TFL225,OR225,EHAM,AMS,MUVR,VRA,TUI,OR,B788,1686815254,en-route
44B430,OO-MAP,TH,50.945328,-0.764694,1760,334,420,0,5702,18U,PGC18U,,,QYN,,,PGC,,PC24,1686815256,en-route
44C069,OO-PCI,MX,49.397186,10.712515,7315,289,464,0,1000,45G,PCG45G,,EDDM,MUC,EBLG,LGG,PCG,,PC12,1686815257,en-route
44C9EB,OO-ROK,BE,53.099808,-1.879368,2849,286,531,-8.8,4407,91R,AAB91R,,EBKT,KJK,EGCC,MAN,AAB,,C25C,1686815256,en-route
44CDC4,OO-SND,BE,37.101574,26.423254,11262,160,825,-3.3,0114,2DL,BEL2DL,SN3233,EBBR,BRU,LGRP,RHO,BEL,SN,A320,1686815253,en-route
44CDC6,OO-SNF,BE,50.781921,4.448795,640,14,342,-5.5,1000,6GA,BEL6GA,SN2712,LSGG,GVA,EBBR,BRU,BEL,SN,A320,1686815257,en-route
44CDCA,OO-SNJ,BE,39.760265,0.66748,10363,24,844,0,5516,3AT,BEL3AT,SN3772,LEAL,ALC,EBBR,BRU,BEL,SN,A320,1686815255,en-route
44CDCB,OO-SNK,BE,37.997726,-8.877012,10660,205,805,0,7141,2EF,BEL2EF,SN3783,EBBR,BRU,GCLP,LPA,BEL,SN,A320,1686815256,en-route
44CDCD,OO-SNM,BE,50.385906,3.800824,7566,207,801,7.2,7157,5KF,BEL5KF,SN3801,EBBR,BRU,LPFR,FAO,BEL,SN,A320,1686815256,en-route
44CDCF,OO-SNO,BE,42.140343,3.127527,10660,162,998,0,7122,2JA,BEL2JA,SN3777,EBBR,BRU,LEIB,IBZ,BEL,SN,A320,1686815256,en-route
44CE66,OO-SSF,BE,50.940857,4.659168,1363,75,396,7.5,1000,9AK,BEL9AK,SN3139,EBBR,BRU,LIRQ,FLR,BEL,SN,A319,1686815254,en-route
44CE68,OO-SSH,BE,50.675079,5.491382,4099,312,625,-11.4,1000,2SC,BEL2SC,SN3154,LIMC,MXP,EBBR,BRU,BEL,SN,A319,1686815256,en-route
44CE6A,OO-SSJ,BE,50.091602,9.430946,10363,304,742,-0.3,1000,4LH,BEL4LH,SN2642,EDDM,MUC,EBBR,BRU,BEL,SN,A319,1686815257,en-route
44CE71,OO-SSQ,BE,50.08532,6.140095,9730,342,716,-4.9,1000,2LX,BEL2LX,SN2730,LSZH,ZRH,EBBR,BRU,BEL,SN,A319,1686815257,en-route
44CE73,OO-SSS,BE,50.907108,4.551544,495,62,255,13,1000,8XM,BEL8XM,SN3201,EBBR,BRU,LIPZ,VCE,BEL,SN,A319,1686815257,en-route
44CE75,OO-SSU,BE,49.801258,8.493322,2903,201,542,18.2,1000,9DN,BEL9DN,SN2608,EDDF,FRA,EBBR,BRU,BEL,SN,A319,1686815256,en-route
44D1A2,OO-TMB,DE,32.563843,-7.893018,10668,210,813,0,7131,45,JAF45,TB45,EBBR,BRU,GOBD,DSS,TUI,TB,B38M,1686814577,en-route
44D1C2,OO-TNB,DE,32.943855,29.605688,10668,137,922,0,1655,21W,JAF21W,TB3111,EBBR,BRU,HESH,SSH,TUI,TB,B738,1686815255,en-route
44D1C3,OO-TNC,DE,39.637299,-3.478427,11582,4,796,0,6456,80M,JAF80M,TB7011,GMFO,OUD,EHEH,EIN,TUI,TB,B738,1686815256,en-route
44DA62,OO-VSB,BE,50.739891,4.1082,556,243,198,-0.7,2000,,,,EBKT,KJK,,,,,P06T,1686815256,en-route
451C24,LZ-ASP,BG,43.153656,23.125389,7193,311,444,8.8,7756,701,VSR701,,LBSF,SOF,LIMJ,GOA,VSR,,P180,1686815255,en-route
451D86,LZ-VAR,PT,40.275879,-8.773394,5570,9,625,-8.5,3332,1930,TAP1930,TP1930,LPPT,LIS,LPPR,OPO,TAP,TP,E190,1686815256,en-route
45209C,LZ-MDI,BG,41.968147,-4.021252,10363,68,894,0.3,5471,1204,TAP1204,TP1204,LPPT,LIS,EPWA,WAW,VAW,TP,A320,1686815257,en-route
4520AA,LZ-FBG,DE,41.111755,4.513672,10858,10,751,3.9,5513,2DK,CFG2DK,DE1525,LEPA,PMI,EDDS,STR,CFG,DE,A320,1686815255,en-route
4520D4,LZ-JET,BG,37.105453,22.060196,3794,217,529,-4.9,1764,263,EGT263,,LBSF,SOF,LGKL,KLX,EGT,,E55P,1686815255,en-route
45211B,LZ-LAI,BG,47.921768,20.472336,10980,313,781,0,1000,9YB,BUC9YB,,LBBG,BOJ,EDDP,LEJ,BUC,H6,A320,1686815255,en-route
45A84A,OY-JBJ,DK,56.706848,4.845486,10972,292,761,0,6233,901,GRL901,GL901,EKBI,BLL,BGSF,SFJ,SUS,GL,H25B,1686815257,en-route
45AB21,OY-JYA,DK,54.029457,9.172695,11582,232,887,0,3537,69P,SAS69P,SK565,EKCH,CPH,LFPG,CDG,JTD,SK,B738,1686815255,en-route
45AB4A,OY-JZJ,DK,37.125412,26.773973,8656,147,848,-11.7,7041,605,JTD605,,ESOE,ORB,LGRP,RHO,JTD,,B738,1686815254,en-route
45AB4B,OY-JZK,DK,44.664734,20.740095,11277,154,811,-0.3,7637,391,JTD391,,EKCH,CPH,LGSA,CHQ,JTD,,B738,1686815252,en-route
45AB50,OY-JZP,DK,39.544281,23.416464,11277,156,798,0,3522,549,JTD549,,EKBI,BLL,LGAV,ATH,JTD,,B738,1686815255,en-route
45AB53,OY-JZS,DK,39.946568,21.653742,11887,139,800,0,0765,513,JTD513,,EKBI,BLL,LGSA,CHQ,JTD,,B738,1686815255,en-route
45AC2C,OY-KAL,SE,64.276016,12.549573,11887,19,846,-0.3,2512,391,SAS391,SK391,ENGM,OSL,ENDU,BDU,SAS,SK,A320,1686815256,en-route
45AC2F,OY-KAO,SE,52.05098,9.176636,11887,185,864,0,0741,4719,SAS4719,SK4719,ENGM,OSL,LIMC,MXP,SAS,SK,A320,1686815256,en-route
45AC32,OY-KAR,SE,51.617214,4.583435,5600,213,742,-13.3,0745,66A,SAS66A,SK4743,ENGM,OSL,EBBR,BRU,SAS,SK,A320,1686815256,en-route
45AC34,OY-KAT,SE,43.604038,7.575923,3329,151,511,-8.8,0744,1829,SAS1829,SK1829,ESSA,ARN,LFMN,NCE,SAS,SK,A320,1686815256,en-route
45AC35,OY-KAU,SE,63.266399,11.784595,10668,6,850,0,0455,26K,SAS26K,SK4104,ENGM,OSL,ENBO,BOO,SAS,SK,A320,1686815256,en-route
45B102,OY-LHB,DK,38.077972,13.388185,2720,10,498,-8.8,3762,1806,DMS1806,,LICD,LMP,LICJ,PMO,DTR,DX*,AT72,1686815254,en-route
45B103,OY-LHC,DK,37.160889,12.005076,3756,31,372,4.6,5120,69C,DMS69C,DX1822,LICG,PNL,LICJ,PMO,DTR,DX,AT73,1686815253,en-route
45B4EF,OY-MGO,DK,58.33342,10.726909,13106,337,842,0.3,0446,1122,MMD1122,6I1122,EKCH,CPH,ENKB,KSU,MMD,6I,F2TH,1686815256,en-route
45BA07,OY-NPG,DK,51.178322,4.256668,6987,205,448,-1.3,1000,188,NFA188,,EKCH,CPH,LFRS,NTE,NFA,M3*,SW4,1686815257,en-route
45C86A,OY-RCJ,FO,58.263897,3.934387,11277,145,824,0,0441,470,FLI470,RC470,EKVG,FAE,EKBI,BLL,FLI,RC,A320,1686815255,en-route
45C86B,OY-RCK,FO,55.856415,6.12288,11574,274,814,0,6220,9870,FLI9870,RC9870,EKCH,CPH,EGAC,BHD,FLI,RC,A20N,1686815257,en-route
45C86D,OY-RCM,FO,61.311584,-1.868755,11879,108,816,0,3256,450,FLI450,RC450,EKVG,FAE,EKCH,CPH,FLI,RC,A320,1686815255,en-route
45CAA6,OY-RUF,DK,50.42627,8.327117,6096,232,546,0.3,1373,2HR,DMS2HR,DX122,EDDB,BER,EDDR,SCN,DTR,DX,AT45,1686815256,en-route
45CE4E,OY-SRN,DK,52.573517,16.050797,12496,133,859,0,4525,2125,SRR2125,DJ2125,EKBI,BLL,UTSA,NVI,SRR,DJ,B762,1686815255,en-route
45CF21,OY-SYA,DK,40.785393,45.134644,11590,274,820,0,2076,2126,SRR2126,DJ2126,UTSA,NVI,EKBI,BLL,SRR,DJ,B763,1686815249,en-route
45D064,OY-TCD,DK,37.232025,24.611889,10660,152,835,0,4550,1416,VKG1416,DK1416,ESMS,MMX,LGIR,HER,VKG,DK,A321,1686815255,en-route
45D065,OY-TCE,DK,40.015457,24.62561,10668,165,796,0,7014,1272,VKG1272,DK1272,EKBI,BLL,LGIR,HER,VKG,DK,A321,1686815255,en-route
45D066,OY-TCF,DK,47.181793,22.37455,10675,163,805,0,4565,1954,VKG1954,DK1954,EFHK,HEL,LGIR,HER,VKG,DK,A321,1686815254,en-route
45D067,OY-TCG,DK,40.939545,24.237244,10668,174,787,-0.3,1440,1788,VKG1788,DK1788,ESGG,GOT,LGIR,HER,VKG,DK,A321,1686815256,en-route
45D068,OY-TCH,DK,47.085587,19.583624,10668,158,787,0.3,4554,1038,VKG1038,DK1038,ENVA,TRD,LGSA,CHQ,VKG,DK,A321,1686815256,en-route
45D963,OY-VKC,DK,43.569359,21.628157,10660,160,783,0.7,3406,1512,VKG1512,DK1512,ENGM,OSL,LGIR,HER,VKG,DK,A321,1686815255,en-route
45D964,OY-VKD,DK,39.1772,23.059631,10050,173,794,0,4551,1142,VKG1142,DK1142,EKCH,CPH,LGSA,CHQ,VKG,DK,A321,1686815257,en-route
45D966,OY-VKF,DK,49.418839,20.95804,12496,164,861,-0.3,4563,1684,VKG1684,DK1684,ESSA,ARN,LGIR,HER,VKG,DK,A332,1686815254,en-route
45D969,OY-VKI,DK,53.379402,15.50389,11887,160,866,0,2244,1562,VKG1562,DK1562,ENGM,OSL,LGSA,CHQ,VKG,DK,A333,1686815255,en-route
461E15,OH-LKF,FI,58.860489,20.20166,11887,59,825,0.3,1240,8CX,FIN8CX,AY1582,LFPG,CDG,EFHK,HEL,FIN,AY,E190,1686815256,en-route
461E18,OH-LKI,FI,55.89085,23.675365,11887,5,863,-0.3,3712,73P,FIN73P,AY1142,EPWA,WAW,EFHK,HEL,FIN,AY,E190,1686815254,en-route
461E1D,OH-LKN,FI,44.532684,11.28944,0,115,0,0,0267,1772,FIN1772,AY1772,LIPE,BLQ,EFHK,HEL,FIN,AY,E190,1686815230,landed
461E1E,OH-LKO,FI,46.141739,14.503738,2857,72,433,13.7,4164,1202,FIN1202,AY1202,LJLJ,LJU,EFHK,HEL,FIN,AY,E190,1686815253,en-route
461E1F,OH-LKP,FI,52.471069,21.350632,11887,28,864,0.3,2231,9DZ,FIN9DZ,AY1162,EPKK,KRK,EFHK,HEL,FIN,AY,E190,1686815255,en-route
461E21,OH-LKR,FI,55.510891,23.2693,11582,186,798,0.3,1763,5DM,FIN5DM,AY1251,EFHK,HEL,LHBP,BUD,FIN,AY,E190,1686815251,en-route
461F09,OH-LTP,FI,38.478928,43.852764,11582,291,822,0,6313,56M,FIN56M,AY1982,OTHH,DOH,EFHK,HEL,FIN,AY,A333,1686815217,en-route
461F0C,OH-LTS,FI,39.029388,42.206367,11582,297,831,0,5306,5KF,FIN5KF,AY1984,OTHH,DOH,ESSA,ARN,FIN,AY,A333,1686815213,en-route
461F0D,OH-LTT,FI,39.026138,42.215263,11582,299,742,0,2171,8J,FIN8J,AY1986,OTHH,DOH,EKCH,CPH,FIN,AY,A333,1686814999,en-route
461F35,OH-LVH,FI,55.000629,16.827227,11582,196,835,0.3,1171,7WL,FIN7WL,AY1221,EFHK,HEL,LKPR,PRG,FIN,AY,A319,1686815255,en-route
461F36,OH-LVI,FI,45.677353,9.695703,10668,217,787,0,5230,45K,FIN45K,AY1601,EFHK,HEL,LFMN,NCE,FIN,AY,A319,1686815256,en-route
461F4B,OH-LWD,FI,41.176247,46.955879,12192,308,901,0,5073,142,FIN142,AY142,VTBS,BKK,EFHK,HEL,FIN,AY,A359,1686815168,en-route
461F50,OH-LWI,FI,25.62973,83.200478,11887,118,944,0,3622,131,FIN131,AY131,EFHK,HEL,WSSS,SIN,FIN,AY,A359,1686815243,en-route
461F55,OH-LWN,FI,51.472961,-0.445577,0,180,27,0,7673,3ML,FIN3ML,AY1331,EFHK,HEL,EGLL,LHR,FIN,AY,A359,1686815256,en-route
461F64,OH-LXC,FI,52.530243,7.646563,11285,89,840,0,3401,846W,BAW846W,BA846,EGLL,LHR,EPWA,WAW,FIN,BA,A320,1686815255,en-route
461F65,OH-LXD,FI,40.257294,-3.65863,2286,119,468,-5.2,5411,456,BAW456,BA456,EGLL,LHR,LEMD,MAD,FIN,BA,A320,1686815256,en-route
461F69,OH-LXH,FI,48.837299,-2.548756,10668,193,835,0.3,0540,446,BAW446,BA446,EGLL,LHR,LEMG,AGP,FIN,BA,A320,1686815256,en-route
461F6A,OH-LXI,FI,54.432404,7.556009,11285,56,820,0,3403,2AT,FIN2AT,AY1340,EGLL,LHR,EFHK,HEL,FIN,AY,A320,1686815255,en-route
461F6C,OH-LXK,FI,56.754089,7.932816,11277,53,790,-0.3,1462,776F,BAW776F,BA776,EGLL,LHR,ESSA,ARN,FIN,BA,A320,1686815257,en-route
461F9C,OH-LZG,FI,45.444168,9.009835,1920,222,527,-3.3,1000,6Y,FIN6Y,AY1751,EFHK,HEL,LIMC,MXP,FIN,AY,A321,1686815255,en-route
461F9E,OH-LZI,FI,56.840607,19.261951,11887,47,851,0,3716,29Y,FIN29Y,AY1432,EDDB,BER,EFHK,HEL,FIN,AY,A321,1686815254,en-route
461FAA,OH-LZU,FI,42.193039,12.372728,1859,261,468,-0.7,5220,78D,FIN78D,AY1761,EFHK,HEL,LIRF,FCO,FIN,AY,A321,1686815253,en-route
4632AE,OH-TFA,FI,51.991745,3.423309,13716,228,794,0,7672,7,ABF7,,EFHK,HEL,EGTK,OXF,ABF,,E55P,1686815256,en-route
4684A7,SX-AEG,GR,37.87532,23.076424,1341,296,177,0.3,7000,,,,,,,,,,P208,1686815254,en-route
46862C,SX-AQL,GR,38.315796,21.811563,1402,247,183,0,7000,,,,,,,,,,P208,1686815249,en-route
46866B,SX-ASK,GR,48.805115,11.552899,11277,174,853,0,1121,7840,MTO7840,O87840,EDHL,LBC,LIEO,OLB,MTO,O8,E75S,1686815256,en-route
468D07,SX-CHG,GR,38.103844,20.48777,4876,238,533,-0.7,1401,260,SEH260,GQ260,LGAV,ATH,LGKF,EFL,SEH,GQ,A20N,1686815247,en-route
468E45,SX-CRE,GR,38.81575,23.884874,11879,156,803,0,4442,4601,SEH4601,GQ4601,LRTR,TSR,LGIR,HER,SEH,GQ,A20N,1686815256,en-route
4690E3,SX-DGC,GR,47.700531,9.39901,1737,242,412,-3.6,6655,4314,AEE4314,A34314,LGRP,RHO,EDNY,FDH,AEE,A3,A320,1686815250,en-route
4690E4,SX-DGD,GR,37.94054,23.956839,0,306,29,0,0670,649,AEE649,A3649,LFQQ,LIL,LGAV,ATH,AEE,A3,A320,1686815223,en-route
4690E5,SX-DGE,GR,44.920074,10.549425,10949,278,781,0,2002,6LL,AEE6LL,A3416,LGIR,HER,LFLL,LYS,AEE,A3,A320,1686815256,en-route
4690F9,SX-DGY,GR,47.760548,10.530888,3124,303,427,-2.9,2145,4246,AEE4246,A34246,LGIR,HER,EDJA,FMM,AEE,A3,A320,1686815255,en-route
4691C3,SX-DNC,GR,42.934944,18.518175,10972,322,840,0,5516,432,AEE432,A3432,LGIR,HER,EDDM,MUC,AEE,A3,A320,1686815255,en-route
4692C9,SX-DVI,GR,45.641327,1.961528,11582,287,722,0,6636,692,AEE692,A3692,LGAV,ATH,LFRS,NTE,AEE,A3,A320,1686815255,en-route
4692CB,SX-DVK,GR,37.937954,23.950211,0,306,7,0,1412,2RH,AEE2RH,A3203,LGRP,RHO,LGAV,ATH,AEE,A3,A320,1686815135,en-route
4692CC,SX-DVL,GR,49.886963,15.154007,10965,345,853,0,6632,8RB,AEE8RB,A3820,LGAV,ATH,EDDB,BER,AEE,A3,A320,1686815256,en-route
4692D3,SX-DVS,GR,37.67482,21.589211,10972,302,768,0,2064,466,AEE466,A3466,LGIR,HER,LFRS,NTE,AEE,A3,A320,1686815254,en-route
4692D4,SX-DVT,GR,36.732513,27.139263,480,331,253,-2.6,7002,2GS,AEE2GS,A3222,LGAV,ATH,LGKO,KGS,AEE,A3,A320,1686815254,en-route
4692D9,SX-DVY,GR,50.90728,4.490847,0,244,24,0,1000,538,AEE538,A3538,LGTS,SKG,EBBR,BRU,AEE,A3,A320,1686815044,en-route
469C30,SX-GAP,GR,36.747173,25.712215,2407,294,153,0,1443,,,,LGRP,RHO,,,,,P28A,1686815254,en-route
469DE4,SX-GOD,GR,36.717384,28.791803,0,14,57,0,7000,,,,LGAV,ATH,LTBS,DLM,,,PC12,1686815256,en-route
46A199,SX-HLY,GR,37.584042,24.110991,312,117,205,-0.7,7000,,,,,,,,,,B505,1686815237,en-route
46AC21,SX-KAA,GR,61.690372,18.150024,10668,5,827,0,0454,812,NDA812,ND812,ESSA,ARN,ESNX,AJR,MTO,ND,E75S,1686815256,en-route
46B2E1,SX-LWA,GR,41.419327,15.473869,2407,122,463,21.1,5110,251,LWI251,L9251,LIBF,FOG,LICC,CTA,LWI,L9,B733,1686815247,en-route
46B2E3,SX-LWC,GR,43.658558,7.206361,0,315,7,0,1000,996,TAR996,TU996,DTTA,TUN,LFMN,NCE,LWI,TU,B737,1686815247,en-route
46B822,SX-NAB,GR,45.150742,11.871512,10980,317,809,0,2030,5SZ,AEE5SZ,A3850,LGAV,ATH,LSZH,ZRH,AEE,A3,A21N,1686815254,en-route
46B823,SX-NAC,GR,49.802628,9.484092,3429,305,605,-7.8,2025,13,AEE13,A3830,LGAV,ATH,EDDF,FRA,AEE,A3,A21N,1686815256,en-route
46B824,SX-NAD,GR,40.016815,10.952558,10675,292,822,0,5512,2PT,AEE2PT,A3720,LGAV,ATH,LPPT,LIS,AEE,A3,A21N,1686815255,en-route
46B825,SX-NAE,GR,40.064301,11.221924,10363,280,809,-0.3,5504,7LD,AEE7LD,A3700,LGAV,ATH,LEMD,MAD,AEE,A3,A21N,1686815254,en-route
46B826,SX-NAF,GR,42.806877,21.598417,10972,316,853,0,1752,5DL,AEE5DL,A3540,LGTS,SKG,EDDL,DUS,AEE,A3,A21N,1686815254,en-route
46B827,SX-NAG,GR,45.303726,8.823002,1203,349,427,0,2052,6IM,AEE6IM,A3660,LGAV,ATH,LIMC,MXP,AEE,A3,A21N,1686815255,en-route
46B828,SX-NAH,GR,40.940178,8.391744,10980,256,796,0,5531,710,AEE710,A3710,LGAV,ATH,LEBL,BCN,AEE,A3,A21N,1686815256,en-route
46B82A,SX-NAJ,GR,43.249008,17.180956,10347,323,863,0,6627,6AV,AEE6AV,A3600,LGAV,ATH,EGLL,LHR,AEE,A3,A21N,1686815249,en-route
46B82C,SX-NAL,GR,49.431656,3.523865,4914,256,698,-5.2,1000,61CG,AEE61CG,A3610,LGAV,ATH,LFPG,CDG,AEE,A3,A21N,1686815255,en-route
46B8A1,SX-NEA,GR,48.359955,13.52735,10972,310,813,0,2033,2BR,AEE2BR,A3620,LGAV,ATH,EBBR,BRU,AEE,A3,A20N,1686815256,en-route
46B8A3,SX-NEC,GR,37.818665,24.293756,3672,125,738,15,7415,912,AEE912,A3912,LGAV,ATH,LCLK,LCA,AEE,A3,A20N,1686815255,en-route
46B8A4,SX-NED,GR,44.463905,14.332871,10980,278,759,0,2065,8VS,AEE8VS,A3646,LGAV,ATH,LFLL,LYS,AEE,A3,A20N,1686815255,en-route
46B8A7,SX-NEG,GR,47.752773,13.06866,5814,321,737,-7.8,2021,8UM,AEE8UM,A3802,LGAV,ATH,EDDM,MUC,AEE,A3,A20N,1686815256,en-route
46B8A8,SX-NEH,GR,35.761551,29.836235,11582,293,729,0,7347,903,AEE903,A3903,LCLK,LCA,LGAV,ATH,AEE,A3,A20N,1686815250,en-route
46B8AA,SX-NEJ,GR,48.598301,9.137445,9654,306,772,-4.9,1000,6LU,AEE6LU,A3628,LGAV,ATH,ELLX,LUX,AEE,A3,A20N,1686815256,en-route
46B8AC,SX-NEL,GR,45.493454,9.237559,11582,271,790,0,5533,854,AEE854,A3854,LGAV,ATH,LSGG,GVA,AEE,A3,A20N,1686815255,en-route
46B8AD,SX-NEM,GR,43.152294,20.07431,10965,323,853,0.3,5432,9W,AEE9W,A3840,LGAV,ATH,EDDL,DUS,AEE,A3,A20N,1686815256,en-route
46B8AF,SX-NEO,GR,52.172352,5.80549,11582,296,825,0.3,3107,2PH,AEE2PH,A3632,LGAV,ATH,EGPH,EDI,AEE,A3,A20N,1686815256,en-route
46B8B1,SX-NEQ,GR,41.348164,15.980675,10972,305,835,0,2063,696,AEE696,A3696,LGAV,ATH,LFBD,BOD,AEE,A3,A20N,1686815248,en-route
46BA85,SX-NTE,GR,36.757366,25.185514,3261,132,518,-7.2,7024,342,SEH342,GQ342,LGAV,ATH,LGSR,JTR,SEH,GQ,AT76,1686815251,en-route
46BC51,SX-OBQ,GR,38.597443,21.542337,4267,311,474,-0.3,7037,160,OAL160,OA160,LGAV,ATH,LGIO,IOA,OAL,OA,AT76,1686815249,en-route
46BC52,SX-OBR,GR,37.972412,26.239794,3962,140,507,0.7,1431,82,OAL82,OA82,LGTS,SKG,LGSM,SMI,OAL,OA,AT76,1686815254,en-route
46D0A3,SX-TEC,GR,46.65926,15.677422,11574,329,803,0.3,2044,7424,SEH7424,GQ7424,LGZA,ZTH,EKBI,BLL,SEH,GQ,A20N,1686815255,en-route
46D1CF,SX-TNO,GR,37.898689,24.368034,2827,131,392,3.6,7055,220,SEH220,GQ220,LGAV,ATH,LGKO,KGS,SEH,GQ,AT76,1686815250,en-route
46D2EF,SX-TWO,GR,36.904892,26.659698,1379,196,457,0,7000,70,SEH70,GQ70,LGLE,LRS,LGPL,JTY,SEH,GQ,AT45,1686815254,en-route
46DA6C,SX-VSL,GR,37.927917,23.927755,0,216,38,0,7047,382,SEH382,GQ382,LGAV,ATH,LGTS,SKG,SEH,GQ,A320,1686815256,en-route
