hex,reg_number,flag,lat,lng,alt,dir,speed,v_speed,squawk,flight_number,flight_icao,flight_iata,dep_icao,dep_iata,arr_icao,arr_iata,airline_icao,airline_iata,aircraft_icao,updated,status
345691,EC-MXU,ES,43.404327,1.193102,10980,57,851,0.3,1000,32RH,IBE32RH,IB3250,LEMD,MAD,LIML,LIN,IBE,IB,A20N,1686815255,en-route
345692,EC-MXY,ES,41.294067,2.086466,0,154,33,0,0463,30FP,IBE30FP,IB3011,LEBL,BCN,LEMD,MAD,IBE,IB,A20N,1686815256,en-route
345699,EC-MUX,ES,47.382248,4.171921,10363,333,759,0,1000,33KQ,VOE33KQ,V72527,LFKF,FSC,LFQQ,LIL,VOE,V7,A319,1686815256,en-route
346045,EC-MYA,ES,-18.734808,-43.537319,11582,215,833,0,2577,6011,IBE6011,IB6011,LEMD,MAD,SUMU,MVD,IBE,IB,A332,1686815250,en-route
346083,EC-MXM,ES,48.686279,2.222055,495,61,268,-3.9,1451,51QP,AEA51QP,UX1027,LEMD,MAD,LFPO,ORY,AEA,UX,B738,1686815257,en-route
346095,EC-MYT,ES,28.721558,-14.229038,3352,82,466,0,6330,9QL,RSC9QL,NT504,GCLP,LPA,GCRR,ACE,IBB,NT,AT76,1686815256,en-route
346147,EC-NCM,ES,41.264374,2.367493,10965,102,935,0,5301,31BY,IBE31BY,IB3156,LEMD,MAD,LDDU,DBV,IBE,IB,A20N,1686815255,en-route
346156,EC-NBD,ES,36.684608,-4.512152,0,191,16,0,5166,48KJ,VOE48KJ,V73359,LEMG,AGP,LESO,EAS,VOE,V7,A319,1686815251,en-route
346181,EC-NBX,ES,-3.223303,-67.976051,11582,225,896,0,6672,175,AEA175,UX175,LEMD,MAD,SPJC,LIM,AEA,UX,B789,1686815146,en-route
346184,EC-NDC,ES,47.715225,2.290512,8572,175,842,7.8,7676,576L,VLG576L,VY8001,LFPO,ORY,LEBL,BCN,VLG,VY,A20N,1686815256,en-route
346193,EC-NCB,ES,40.940643,1.291321,11582,328,707,0,0453,3355,VOE3355,V73355,LEMH,MAH,LECO,LCG,VOE,V7,A319,1686815256,en-route
346195,EC-NBN,ES,-33.513935,118.9571,11582,301,711,0,0225,173,ANZ173,NZ173,NZAA,AKL,YPPH,PER,PLM,NZ,A332,1686815253,en-route
346291,EC-NCY,ES,41.554699,-18.899769,11879,90,1024,0,2000,98,AEA98,UX98,KMIA,MIA,LEMD,MAD,AEA,UX,B789,1686815146,en-route
346297,EC-NDD,ES,28.584732,-16.838608,2743,103,479,0,4303,8YE,RSC8YE,NT606,GCLA,SPC,GCXO,TFN,IBB,NT,AT76,1686815247,en-route
346310,EC-NFM,ES,-21.493122,-45.931805,11582,217,866,-0.3,2072,41,AEA41,UX41,LEMD,MAD,SAEZ,EZE,AEA,UX,B789,1686815251,en-route
346316,EC-NFZ,ES,41.115494,-1.883157,9243,76,913,4.9,5323,31CC,IBE31CC,IB3152,LEMD,MAD,LGAV,ATH,IBE,IB,A20N,1686815257,en-route
346317,EC-NGC,ES,42.562431,0.989281,10972,350,725,0,5512,6631,LAV6631,AP6631,LEPA,PMI,EGHH,BOH,LAV,AP,B738,1686815255,en-route
346353,EC-NIX,ES,41.294514,2.078835,0,84,37,0,4454,14JN,VLG14JN,VY3501,LEIB,IBZ,LEBL,BCN,VLG,VY,A20N,1686815256,en-route
346384,EC-NGM,ES,-5.545578,-35.054672,11582,209,892,0,2705,57,AEA57,UX57,LEMD,MAD,SBGR,GRU,AEA,UX,B789,1686815256,en-route
346386,EC-NGT,ES,24.327785,-44.819626,11277,54,926,0,5605,6650,IBE6650,IB6650,SPJC,LIM,LEMD,MAD,IBE,IB,A359,1686815146,en-route
346391,EC-NFA,ES,28.038895,-15.340242,1226,20,450,6.2,6226,78WT,IBB78WT,NT5900,GCLP,LPA,LEXJ,SDR,IBB,NT,E295,1686815255,en-route
346398,EC-NHA,ES,31.338223,-15.967419,10972,27,838,-0.3,6273,54FW,IBB54FW,NT5460,GCXO,TFN,LEAS,OVD,IBB,NT,E295,1686815250,en-route
346419,EC-NIS,ES,40.222343,-3.505076,1280,72,420,-2.6,3354,6252,IBE6252,IB6252,KJFK,JFK,LEMD,MAD,IBE,IB,A359,1686815256,en-route
346456,EC-NJM,ES,-15.629654,-54.889286,11582,198,920,0,2702,6833,IBE6833,IB6833,LEMD,MAD,SCEL,SCL,IBE,IB,A359,1686815247,en-route
346489,EC-NLU,UK,41.956055,21.626102,0,165,37,0,2006,9236,BCS9236,QY9236,LGAV,ATH,LWSK,SKP,DHK,QY,B734,1686815254,en-route
346555,EC-NLP,ES,-21.148087,-45.822327,12192,225,842,0,2571,6841,IBE6841,IB6841,LEMD,MAD,SAEZ,EZE,IBE,IB,A359,1686815257,en-route
346581,EC-NMF,ES,28.942875,-13.608786,0,208,46,0,6350,9DP,IBB9DP,NT521,GCRR,ACE,GCLP,LPA,IBB,NT,AT76,1686815247,en-route
346611,EC-NOP,ES,45.773605,1.29982,11590,287,713,-0.3,1000,60CB,VOE60CB,V72127,LFKF,FSC,LFRS,NTE,VOE,V7,A320,1686815256,en-route
346614,EC-NOS,ES,40.130219,-2.503723,10934,289,757,-4.9,6330,35MP,VOE35MP,V73629,LEPA,PMI,LESA,SLM,VOE,V7,A320,1686815256,en-route
346692,EC-NLY,ES,38.409073,-5.161529,7208,26,800,5.9,0240,814W,VLG814W,VY2211,LEZL,SVQ,LEBL,BCN,VLG,VY,A321,1686815252,en-route
347159,EC-NQR,ES,27.885162,-15.538471,3048,263,468,0,6340,15KU,IBB15KU,NT350,GCLP,LPA,GCGM,GMZ,IBB,NT,AT76,1686815255,en-route
347217,EC-JRH,ES,41.517151,2.155817,579,319,181,1,7061,4AH,ARK4AH,,,QYS,,,ARK,,DV20,1686815246,en-route
347247,EC-NST,ES,50.262497,8.885121,11269,72,846,0,1000,36TD,IBS36TD,IB3676,LEMD,MAD,EDDB,BER,IBS,IB,A21N,1686815256,en-route
347256,EC-NTL,ES,45.40638,10.906089,0,298,18,0,0000,73LN,VOE73LN,V71533,LIPX,VRN,LICJ,PMO,VOE,V7,A320,1686815251,en-route
347257,EC-NTM,ES,37.729019,21.504452,11277,111,890,-0.3,1263,52LB,VOE52LB,V71580,LICJ,PMO,LGSR,JTR,VOE,V7,A320,1686815255,en-route
347258,EC-NTU,ES,48.339432,7.201679,3779,88,529,-2.6,1000,2508,VOE2508,V72508,LFBZ,BIQ,LFST,SXB,VOE,V7,A320,1686815257,en-route
347259,EC-NTX,ES,31.043175,-14.336389,11582,25,883,0,6251,12,TAP12,TP12,SBRF,REC,LPPT,LIS,PLM,TP,A333,1686815255,en-route
347287,EC-NTO,ES,43.137955,-3.157036,11582,1,792,0,5324,31ZF,IBE31ZF,IB3160,LEMD,MAD,EGLL,LHR,IBE,IB,A20N,1686815255,en-route
347288,EC-NTP,ES,41.316238,2.143005,10363,81,868,0,5311,3242,IBE3242,IB3242,LEMD,MAD,LIPZ,VCE,IBE,IB,A20N,1686815255,en-route
347296,EC-JQG,ES,33.541031,-26.688873,11582,48,927,0,5652,302,PUE302,PU302,SPJC,LIM,LEMD,MAD,PUE,PU,A332,1686815254,en-route
347308,EC-NXX,ES,28.995117,-15.815453,7856,51,805,12.4,6210,183,SWT183,WT183,GCXO,TFN,LEMD,MAD,SWT,WT,B738,1686815254,en-route
347309,EC-NVJ,ES,29.769085,-14.681504,11277,204,777,0,2653,9156,AEA9156,UX9156,LEMD,MAD,GCLP,LPA,AEA,UX,B738,1686815254,en-route
347311,EC-NVP,ES,46.891937,7.490341,5958,51,590,-7.8,1000,94WZ,AEA94WZ,UX1675,LEMD,MAD,LSZH,ZRH,AEA,UX,B738,1686815255,en-route
347319,EC-NVC,ES,28.263885,-15.829556,2743,117,475,0,6344,62EM,IBB62EM,NT104,GCXO,TFN,GCLP,LPA,IBB,NT,AT76,1686815253,en-route
347343,EC-NVR,ES,22.747093,-88.209373,12192,253,868,0,3613,6409,IBE6409,IB6409,LEMD,MAD,MMMX,MEX,IBE,IB,A359,1686815146,en-route
347346,EC-NVX,ES,-13.037652,-57.539833,11582,230,835,0,6662,25,AEA25,UX25,LEMD,MAD,SLVR,VVI,AEA,UX,B789,1686815248,en-route
347348,EC-NVZ,ES,39.818409,-21.152527,11277,78,1040,0,4066,34,AEA34,UX34,MDPC,PUJ,LEMD,MAD,AEA,UX,B788,1686814543,en-route
347349,EC-NXA,ES,12.715744,-60.105286,12184,240,881,0,2353,39,AEA39,UX39,LEMD,MAD,SEQM,UIO,AEA,UX,B788,1686815253,en-route
347386,EC-NXC,ES,37.606293,-13.168166,12283,249,811,0,2667,33,IBE33,IB33,LEMD,MAD,SKBO,BOG,IBE,IB,A359,1686814490,en-route
347388,EC-NXE,ES,40.498421,-3.566422,0,275,7,0,0000,6405,IBE6405,IB6405,LEMD,MAD,MMMX,MEX,IBE,IB,A359,1686815074,en-route
347404,EC-NYV,ES,37.60199,-4.174512,1920,286,194,-0.3,7250,,,,LEGR,GRX,,,,,P208,1686815252,en-route
347453,EC-NZP,ES,40.486004,-3.580826,0,270,27,0,1132,32GE,IBE32GE,IB3273,EDDH,HAM,LEMD,MAD,IBE,IB,A20N,1686815255,en-route
347487,EC-NSV,ES,41.543015,2.120736,601,327,168,0.7,7076,,,,LERS,REU,,,,,DV20,1686815247,en-route
347488,EC-NZF,ES,40.891571,-21.757751,11887,86,1020,0,1673,1506,WFL1506,2W1506,MUHA,HAV,LEMD,MAD,WFL,2W,A359,1686814096,en-route
348290,EC-LQF,ES,40.879211,4.503418,9372,100,657,4.6,5504,901,ORO901,,LEBL,BCN,LGAV,ATH,ORO,,C550,1686815255,en-route
390832,F-GCBS,FR,48.552429,5.627465,1196,302,203,0,0000,,,,LFSN,ENC,,,,,P28A,1686815250,en-route
391735,F-GFZV,FR,44.37941,3.009927,2895,352,174,0,0000,,,,LFMU,BZR,,,,,P28A,1686815241,en-route
392035,F-GIBV,FR,45.663418,5.895126,1737,288,198,-29.6,7073,,,,LFLB,CMF,,,,,PC6T,1686815255,en-route
392973,F-GKLT,FR,45.52803,5.513502,2110,238,231,0,1000,3LS,AFM03LS,,LFLU,VAF,LFLP,NCY,AFM,,P28A,1686815254,en-route
393140,F-GMKA,FR,43.735832,5.785667,281,253,7,0.1,0000,,,,,,,,,,TRIN,1686815242,en-route
393320,F-GMZA,FR,44.343475,1.223995,5890,345,696,11.7,1000,37HV,AFR37HV,AF7401,LFBO,TLS,LFPG,CDG,AFR,AF,A321,1686815251,en-route
393322,F-GMZC,FR,43.568848,1.42867,487,322,248,-5.2,1000,54KJ,AFR54KJ,AF7402,LFPG,CDG,LFBO,TLS,AFR,AF,A321,1686815257,en-route
393323,F-GMZD,FR,43.869644,5.791903,7612,140,935,0,1000,64SL,AFR64SL,AF7302,LFPG,CDG,LFMN,NCE,AFR,AF,A321,1686815256,en-route
393423,F-GNBD,FR,43.238697,7.147326,2125,101,214,0,5401,,,,,,,,,,P28A,1686815256,en-route
395160,F-GULA,FR,46.622612,1.08907,243,39,155,-5.5,7070,,,,,,,,,,C208,1686815255,en-route
396449,F-GZCJ,FR,48.687168,13.933555,12199,291,857,0,1000,107,AFR107,AF107,VOMM,MAA,LFPG,CDG,AFR,AF,A332,1686815257,en-route
398123,F-HAJD,FR,49.338913,2.686509,5105,334,448,9.1,0666,404X,VLJ404X,,LFPB,LBG,EGKB,BQH,VLJ,,C525,1686815256,en-route
398547,F-HBKH,FR,43.631271,0.46051,419,255,188,0.3,7000,8785,FMY8785,,,,,,FMY,,EC20,1686815206,en-route
398561,F-HBLB,FR,45.481567,7.149157,6675,137,807,-11.1,1000,18HY,AFR18HY,AF1102,LFPG,CDG,LIMF,TRN,AFR,AF,E190,1686815250,en-route
398565,F-HBLF,FR,49.669189,3.821535,6278,210,650,-9.1,1000,58AA,AFR58AA,AF1307,EDDL,DUS,LFPG,CDG,AFR,AF,E190,1686815256,en-route
398567,F-HBLH,FR,53.367119,-2.289845,0,315,22,0,5640,95TB,AFR95TB,AF1668,LFPG,CDG,EGCC,MAN,AFR,AF,E190,1686815250,en-route
398640,F-HBSA,FR,47.527084,2.766701,8244,163,859,4.9,1000,35AT,CCM35AT,XK781,LFPO,ORY,LFKB,BIA,CCM,XK,A320,1686815256,en-route
398673,F-HBTT,FR,46.587383,0.310673,0,210,0,0,7037,,,,,QYX,LFBI,PIS,,,B350,1686815247,landed
398699,F-HBUZ,FR,49.713833,-5.911684,11277,96,951,-0.3,2261,301,DJT301,B0301,KEWR,EWR,LIMC,MXP,DJT,B0,A21N,1686815255,en-route
399301,F-HEYB,FR,47.361595,5.275973,1386,278,394,-9.8,7515,,,,EDNY,FDH,,,,,TB30,1686815248,en-route
399620,F-HFRA,FR,48.389889,6.378864,8808,252,603,7.2,1000,505,ARL505,,LFST,SXB,LFBD,BOD,ARL,,C501,1686815257,en-route
400437,G-LSAJ,UK,36.841579,-11.095841,11277,199,824,0,5247,4GC,EXS4GC,LS755,EGCC,MAN,GCTS,TFS,EXS,LS,B752,1686815256,en-route
400683,G-VIIK,UK,52.846939,-9.232675,11887,110,920,0,6006,14K,BAW14K,BA114,KJFK,JFK,EGLL,LHR,BAW,BA,B772,1686815255,en-route
400772,G-VIIU,UK,49.155624,-9.095306,11887,65,987,0,1413,2158,BAW2158,BA2158,TLPL,UVF,EGKK,LGW,BAW,BA,B772,1686815255,en-route
